Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
acer,129.0,$,black,"Touchscreen, Bluetooth, Built-in Webcam, Tablet PC, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,other,intel celeron n,2.48,GHz,notebook/laptop,1366,768,chrome,hdd/ssd,32,gb,,unknown,11.6,4,gb
dell,160.0,$,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude 5404 rugged 14 -inch hd touch screen, core i5-4310u 2.0ghz, 8gb ram, 256gb ssd, windows 10 pro 64bit, ac",intel,intel core i5 4th generation,,unknown,notebook/laptop,1920,1080,windows,ssd,8,gb,,unknown,14,8,gb
dell,21.95,$,other,"Built-in Microphone, Built-in Webcam, Optical Drive",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","listing is for dell inspiron 1501 15.4"" memory has been upgraded to 4gb (pc2-6400). original hard drive has been removed and installed 500gb drive. it has clean install of windows 10 home (latest version 22h2 with all latest updates and drivers). palmrest and left mouse click have some where. some keyboard keys don't work. battery is still holding charge. it doesn't come with ac adapter.",amd,amd turion 64,2.00,GHz,notebook/laptop,1280,800,windows,hdd/ssd,500,gb,180,gb,15.4,4,gb
dell,199.0,$,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touch ID,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core i5-10310u,1.70,GHz,notebook/laptop,,,windows,ssd,512,gb,512,gb,15.6,16,gb
hp,190.0,$,silver,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great condition,intel,intel core i5 7th generation,,unknown,notebook/laptop,,,windows,ssd,256,gb,256,gb,15,16,gb
dell,200.0,$,blue,"Multi-Touch Trackpad, Wi-Fi, Touchscreen, Built-in Webcam, Built-in Microphone, Bluetooth, Backlit Keyboard, 10/100 LAN Card, Convertible 2-in-1 Laptop/Tablet",Undefined,Undefined,undefined,intel,intel celeron,,unknown,notebook/laptop,1366,768,windows,hdd/ssd,,unknown,,unknown,11.6,,unknown
dell,324.0,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.70,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
microsoft,75.0,$,other,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.",microsoft surface 1724 locked with password no power,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
other,177.1,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
microsoft,570.0,$,black,Touchscreen,Undefined,Undefined,undefined,other,microsoft sq2,3.00,GHz,notebook/laptop,2880,1920,windows,ssd,,unknown,256,gb,13,16,gb
dell,154.0,$,black,"Bluetooth, Built-in Webcam, Widescreen Display, Wi-Fi, 10/100 LAN Card, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,2.80,GHz,notebook/laptop,1366,768,chrome,emmc,16,gb,16,gb,11.6,4,gb
hp,189.8,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
samsung,63.25,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",see description for item grade,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,292.2,$,other,"10/100 LAN Card, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.00,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
other,332.8,$,black,,Seller refurbished,"The item has been restored to working order by the eBay seller or a third party. This means the item was inspected, cleaned, and repaired to full working order and is in excellent condition. This item may or may not be in original packaging. See seller's listing for full details.",undefined,intel,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
lenovo,391.0,$,other,"Touch ID,  10/100 LAN Card,  Wi-Fi,  Backlit Keyboard,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 7th generation,3.50,GHz,notebook/laptop,1920,1080 ,windows,unknown,,unknown,240,gb,14,,unknown
lenovo,714.5,$,other,"Webcam integrated,  Wi-Fi,  Bluetooth",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i5 ​​12th generation,4.00,GHz,notebook/laptop,1920,1080 ,windows,ssd,,unknown,256,gb,15.6,,unknown
hp,50.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",for parts or repair,other,amd a10,,unknown,notebook/laptop,,,windows,unknown,,unknown,,unknown,15,,unknown
hp,939.5,$,silver,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.","we are hp authorized reseller . hp factory certified refurb unit and comes with 2 year allstate warranty (valid in usa only). this does not have optical drive, dvdrw.",nvidia,intel core i7 13th generation,5.00,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,1,tb,,32,gb
hp,115.0,$,black,"Bluetooth,  Built-in Webcam,  Widescreen Display,  Wi-Fi,  Multi-Touch Trackpad,  Backlit Keyboard,  Built-in Microphone",For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","these units have only been tested for power and to make sure that the lcd was functioning and good. some of these devices are missing keys, some have bad batteries, and a few are locked to enterprise accounts. refer to the pictures for more details. will ship in brown generic boxes with the proper packaging. used condition. contact me with any questions. chargers not included power up, good lcd.",intel,intel celeron,2.16,GHz,notebook/laptop,1366,768,chrome,ssd,16,gb,16,gb,11.6,4,gb
hp,300.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",this laptop has been tested and is in good working order. the unit may show minor cosmetic scratches and scuffs from normal use. these minor scratches do not affect the functionality of the laptop. power cables and additional accessories are not included. this listing is for the laptop only,intel,i5-10210u,2.10,GHz,other,1920,1080,unknown,ssd,,unknown,256,gb,,16,gb
microsoft,60.0,$,silver,,For parts or not working,"An item that does not function as intended and is not fully operational. This includes items that are defective in ways that render them difficult to use, items that require service or repair, items that are locked or can't be activated, or items missing essential components. See the seller's listing for full details.","for parts, windows 10 home installed, screen is functional but has a scratch towards the center of the screen, battery is bad",other,intel core i5-6300u,,unknown,notebook/laptop,,,windows,ssd,,unknown,256,gb,,8,gb
lenovo,115.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Built-in Microphone",Undefined,Undefined,undefined,intel,intel celeron n,1.10,GHz,notebook/laptop,1366,768,chrome,emmc,32,gb,,unknown,11.6,4,gb
lenovo,300.0,$,silver,Touch ID,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used. unit has some scratches and scrapes from use. unit has some glossing from use, otherwise in decent shape.",other,amd ryzen 5 5500u,2.10,GHz,notebook/laptop,1920,1080,windows,ssd,16,gb,476,gb,14,16,gb
dell,279.5,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
other,162.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",refurbished  inkl. 19% mwst.  b2b garantie,other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
samsung,46.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","fully tested and fully working , includes charger, ships in bulk packaging",other,intel celeron,,unknown,other,,,unknown,unknown,,unknown,16,gb,11.6,,unknown
dell,119.0,$,black,"Card Reader, UltraBook, LCD Backlight Technology (WLED Backlight), NVMe SSD, Portable, Intel Turbo Boost Technology 2.0, ExpressCharge, Built-in Speakers, Anti-glare HD LED Display, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Multi-Touch Trackpad, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",includes ac adapter.,intel,intel core i5-4200u,1.90,GHz,notebook/laptop,1920,1080,unknown,hdd/ssd,,unknown,,unknown,14,8,gb
hp,110.0,$,silver,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,i5,2.40,GHz,notebook/laptop,1366,768,windows,hdd/ssd,500,gb,,unknown,15.6,8,gb
dell,303.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
dell,400.0,$,black,"Built-in Webcam, Built-in Microphone, Backlit Keyboard, Bluetooth, Wi-Fi, Multi-Touch Trackpad, Touchscreen, Widescreen Display",Undefined,Undefined,undefined,other,undefined,,unknown,notebook/laptop,1920,1280,windows,ssd,512,gb,512,gb,13,16,gb
dell,749.0,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","refurbished by dell, like new condition. 3-year dell warranty. comes with charger.",intel,intel core i5 13th generation,,unknown,notebook/laptop,1920,1200,windows,ssd,,unknown,256,gb,16,16,gb
lenovo,163.2,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these lenovo thinkpad t530 are in great shape and fully tested. fresh installation of win 10 pro and office are installed activated. what you see is what you will receive. no warranty on batteries life.,intel,intel core i5 3rd generation,2.60,GHz,other,1600,900,windows,hdd/ssd,500,gb,,unknown,15.6,8,gb
dell,240.0,$,black,Rugged,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","dell latitude 5414 rugged 14 -inch hd, core i5-6300u 2.4ghz, 8gb ram, 256gb ssd, windows 10 pro 64bit, cam",intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920,1080,windows,ssd,8,gb,,unknown,14,8,gb
hp,69.9,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this laptop has been tested and is in good working order, however, the ""m"" key is missing and will need to be replaced. the unit shows minor cosmetic scratches and scuffs from normal use. these minor scratches do not affect the functionality of the laptop. power cables and additional accessories are not included. this listing is for the laptop only",other,a10-8730b,2.40,GHz,other,1920,1080,unknown,ssd,,unknown,256,gb,13.9,8,gb
hp,479.5,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",no pen. it is factory certified refurb unit in hp sealed box. comes with 2 year allstate warranty (valid in usa only). pen not included.,intel,intel core i5 13th generation,4.60,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,15.6,8,gb
dell,1900.0,$,black,Rugged,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",the laptop is manufacturer refurbished directly from dell with a fully transferrable warranty.,intel,intel core i7 11th generation,1.80,GHz,notebook/laptop,1920,1080,windows,ssd,1,tb,1,tb,14,32,gb
lenovo,393.2,$,other,"Touch ID,  10/100 LAN Card,  Wi-Fi,  Backlit Keyboard,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 6th generation,2.80,GHz,notebook/laptop,1920,1080 ,windows,unknown,,unknown,480,gb,14,,unknown
dell,300.2,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
lenovo,500.0,$,other,,Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.","the item is in excellent condition. the item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. the item includes original accessories.",other,amd ryzen 5 5500u,,unknown,other,,,windows,unknown,,unknown,,unknown,,,unknown
dell,899.0,$,multicolor,"Wi-Fi,Bluetooth,Built-in Webcam,Touchscreen,Built-in Microphone",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",2 years all-state warranty. like new condition. 2 years all-state warranty,nvidia,intel core i7 13th generation,,unknown,notebook/laptop,1920,1200,windows,other,,unknown,1,tb,16,16,gb
lenovo,200.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,other,intel core 2 duo,2.40,GHz,notebook/laptop,,,windows,unknown,160,gb,,unknown,14.1,,unknown
dell,360.0,$,gray,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Multi-Touch Trackpad, Touchscreen, Wi-Fi",Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,intel core i5 8th generation,1.60,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,512,gb,13.3,16,gb
hp,259.0,$,red,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,intel,intel pentium n-series,1.80,GHz,notebook/laptop,,,windows,ssd,128,gb,128,gb,15.6,4,gb
hp,179.0,$,other,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fully installed and upgraded in perfect working order.,other,intel® core™ i5 i5-5200u,2.20,GHz,notebook/laptop,1366,768,windows,hdd/ssd,750,gb,,unknown,15.6,8,gb
lenovo,231.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,256,gb,14,16,gb
dell,1050.0,$,silver,Wi-Fi,Excellent - Refurbished,"The item is in like-new condition, backed by a one year warranty. It has been professionally refurbished, inspected and cleaned to excellent condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","the laptop is ""refurbished like new"" directly from dell with a fully transferrable warranty. according to bios the laptop was manufactured on 6-16-2022.",intel,intel core i7 11th generation,2.80,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,15.6,16,gb
microsoft,158.1,$,other,"LTE, Wi-Fi",Undefined,Undefined,undefined,other,intel core i5 11th generation,,unknown,other,2880,1920,windows,unknown,512,gb,512,gb,,512,gb
dell,200.0,$,black,"Designed as a small,  portable,  and mainstream business-class notebook,  the 13.3"" Latitude 5300 Laptop from Dell is allows you to run mul,  Ethernet,  Headphone/Microphone Combo Port,  2x USB 3.1,  1x USB-C
•	Built-In 720p Webcam,  Mics,  and Speakers
•	Wi-Fi 5 (802.11ac) | Bluetooth 5.0
•	Windows 10 Pr",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",these laptops are in excellent working and cosmetic condition. comes with good battery and ac adapter. please send us a message if you have any questions.,other,intel core i5-8365u,1.6,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,13.3,16,gb
dell,380.0,$,silver,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Backlit Keyboard, Built-in Microphone",Undefined,Undefined,undefined,amd,amd ryzen 5,4.30,GHz,notebook/laptop,1920,1080,windows,ssd,512,gb,512,gb,14,16,gb
hp,79.94,$,black,Bluetooth,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","total of two (2), these units are in excellent working condition, with chargers included",other,intel celeron n,2.16,GHz,other,,,chrome,emmc,16,gb,16,gb,11.6,16,gb
other,299.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","cf53 mark 1 , no webcam , nontouch, 8gb , 500gb sshd, win 7 pro 64bit , ms office 2007, dvdrw,",other,intel core i5 1st generation,2.5,GHz,notebook/laptop,1366,768,windows,other,500,gb,,unknown,14,8,gb
hp,325.0,$,silver,"Bluetooth, Built-in Microphone, Wi-Fi, Widescreen Display, Built-in Webcam",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,intel,intel core i3-1115g4,4.10,GHz,notebook/laptop,1366,768,windows,ssd,256,gb,256,gb,15.6,8,gb
dell,298.8,$,other,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,2.60,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
dell,352.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 4th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,240,gb,14,,unknown
dell,294.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,nvidia,intel core i5 4th generation,,unknown,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
hp,44.0,$,other,Bluetooth,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",fully tested and fully working. ships with charger.,intel,intel celeron n,1.60,GHz,other,1366,768,chrome,ssd,32,gb,32,gb,11.6,4,gb
acer,550.0,$,gray,"Wi-Fi, Touchscreen",Undefined,Undefined,undefined,other,intel core i7 12th generation,,unknown,notebook/laptop,,,windows,ssd,12,gb,512,gb,15.6,12,gb
hp,300.0,$,silver,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 8th generation,4.30,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,15.6,16,gb
samsung,175.0,$,silver,Wi-Fi,Undefined,Undefined,undefined,intel,qualcomm snapdragon 7c,2.50,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,128,gb,14,4,gb
lenovo,309.2,$,other,"10/100 LAN Card,  Wi-Fi,  Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core duo t2300,1.99,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14.1,,unknown
other,13.05,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","grado-a -prima di acquistare leggere attentamente classificazione,caratteristiche condizioni cerchiamo di fornire piu informazioni possibili per paragonare i gradi degli oggetti in modo che possiate identificare il più possibile quello che state acquistando, gli oggetti non comprendono caricatore,scatola o accessori almeno che non specificato",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,334.5,$,other,"10/100 LAN Card, Wi-Fi, SD Card Reader",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 5th generation,2.70,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
dell,349.8,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,,unknown,other,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
lenovo,340.2,$,other,"10/100 LAN Card, Wi-Fi, Bluetooth",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core duo t2300,1.99,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,960,gb,14.1,,unknown
lenovo,119.0,$,black,"Built-in Microphone,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","good condition. very good performance, the battery health is good, the power adapter is included, and freshly installed windows 10 pro, 14"" fhd (1920x1080), anti-glare.",intel,"6300u,  core i5",2.40,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,128,gb,14,12,gb
dell,377.5,$,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.00,GHz,notebook/laptop,1280,720,windows,ssd,,unknown,480,gb,14,,unknown
other,521.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","this item is in excellent condition - i would give the unit a rating 8.5 out of 10 (a-). the item comes pre-installed with windows 10 but windows 7 can also be supplied. this model has a backlit, waterproof keyboard.",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
dell,260.8,$,other,"10/100 LAN Card,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i5 3rd generation,3.00,GHz,notebook/laptop,1280,720,windows,unknown,,unknown,120,gb,14,,unknown
hp,509.5,$,black,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi, Fingerprint Reader",Certified - Refurbished,"The item is in a pristine, like-new condition. It has been professionally inspected, cleaned, and refurbished by the manufacturer or a manufacturer-approved vendor to meet manufacturer specifications. The item will be in new packaging with original or new accessories. See the seller's listing for full details.",we are hp authorized reseller . it is factory certified refurbished unit and comes with 1 year allstate warranty.,amd,amd ryzen 7 5825u,4.50,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,512,gb,,16,gb
asus,199.9,$,black,,Undefined,Undefined,undefined,other,intel celeron n,,unknown,notebook/laptop,1366,768,windows,emmc,128,gb,128,gb,11.6,128,gb
dell,179.0,$,black,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Touchscreen,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",includes dell ac adapter/charger.,other,intel core i5 5th generation,2.20,GHz,notebook/laptop,1366,768,windows,hdd/ssd,1,tb,,unknown,15.6,6,gb
