Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Programación en Python,4.5,Beginner level,Approx. 59 hours to complete,Flexible schedule,125 reviews,"Comprender y usar conceptos de programación como algoritmo, variable, función, parámetro, estructura de control y de datos e implementarlos en PythonDiseñar, crear y probar programas completos en Python para resolver problemas de la vida realManejar archivos y estructuras de datos complejas para manipular grandes volúmenes de informaciónUtilizar librerías especializadas como pandas y matplotlib para manipular conjuntos de datos y visualizarlos","['Python Programming', 'Pensamiento computacional', 'Abstracción', 'Programación', 'Diseño de software']","['Módulo 1: Descubriendo el mundo de la programación', 'Módulo 2: Tomando decisiones', 'Módulo 3: Repitiendo acciones y manejando estructuras de datos', 'Módulo 4: Solucionando problemas con matrices y librerías']","['Andrés Felipe Melani De La Hoz', 'Mario Sánchez Puccini', 'Marcela Hernández Hoyos', 'Natalia Franco', 'Andrea Herrera Suescún']",['Universidad de los Andes'],Computer Science,https://www.coursera.org/learn/programacion-python
Introducción a Data Science: Programación Estadística con R,4.7,Beginner level,Approx. 46 hours to complete,Flexible schedule,"8,048 reviews",,"['Graphics', 'R Programming', 'Rstudio', 'Exploratory Data Analysis']","['Instalación de Herramientas', 'Introducción al Lenguaje', 'Utilización del Lenguaje', 'Acercamiento al Sistema de Gráficos de R', 'Expresiones Regulares, Graficación con ggplot2 y Simulación']",['Carlos Ernesto López Natarén'],['Universidad Nacional Autónoma de México'],Computer Science,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r
Introduction to Intellectual Property,4.8,Beginner level,15 hours (approximately),Flexible schedule,878 reviews,Identify the various forms of intellectual property protection available under U.S. Law Differentiate the advantages and disadvantages of intellectual property administration Analyze effective intellectual property strategies through case studiesExamine alternatives to formal intellectual property protections ,"['Brand Management', 'Asset Management', 'Value Proposition', 'Intellectual Property']","['Existing Intellectual Property Protection in the U.S.', 'Philosophical and Economic Justifications of IP Rights', 'Alternatives to Intellectual Property Law', 'Case Studies in Intellectual Property']",['R. Polk Wagner'],['University of Pennsylvania'],Computer Science,https://www.coursera.org/learn/introduction-intellectual-property
Agile Meets Design Thinking,4.7,Beginner level,9 hours (approximately),Flexible schedule,"3,372 reviews",How to evaluate and explain the relevance of concepts and practices from the agile development methodologies  How to create a strong shared perspective and drive to value using design methods like personas and problem scenarios  How to diagnose what software will be valuable to the user and how to test your ideas using agile user stories and prototypes  How to facilitate narrative collaboration with user stories and prototypes   ,"['Software Development', 'Product Management', 'Agile Software Development', 'User Experience Design (UXD)', 'agile user stories']","['Problems Agile Solves', 'Focusing Your Agile with Personas, Jobs-to-be-Done, and Alternatives', 'Getting to Great Agile User Stories', 'Focusing on Customer Value with User Stories']",['Alex Cowan'],['University of Virginia'],Computer Science,https://www.coursera.org/learn/uva-darden-getting-started-agile
Legal Tech and the Digital Transformation of Law,4.5,Beginner level,Approx. 14 hours to complete,Flexible schedule,58 reviews,"An overview of the legaltech market with its key actors and protagonists.The impact of new digital technologies on law firms, in-house lawyers and justice systems.The key market trends to guide your career towards the future of the legal industry.","['administration of justice.', 'technological and regulatory context', 'digital transformation of law', 'legal software prototypes', 'blockchain and artificial intelligence']","['Module 1: Law in the Context of the Digital Revolution.', 'Module 2. The Disruption of Artificial Intelligence in Law.', 'Module 3. Blockchain Disruption in Law.', 'Module 4. Innovation for Access to Justice.', 'Module 5. Your Transformation into a Digital Lawyer.']",['Federico Ast'],['Universidad Austral'],Computer Science,https://www.coursera.org/learn/legal-tech-digital-transformation-of-law
"Programming Foundations with JavaScript, HTML and CSS",4.6,Beginner level,33 hours (approximately),Flexible schedule,"14,524 reviews",,"['HTML', 'Html5', 'JavaScript', 'Cascading Style Sheets (CSS)']","['Welcome', 'Designing a Web Page with HTML and CSS', 'Algorithms and Programming Concepts', 'JavaScript for Web Pages', 'MiniProject: Image Filters on the Web']","['Andrew D. Hilton', 'Robert Duvall', 'Susan H. Rodger', 'Owen Astrachan']",['Duke University'],Computer Science,https://www.coursera.org/learn/duke-programming-web
Fundamentals of Visualization with Tableau,4.5,Beginner level,10 hours (approximately),Flexible schedule,"6,466 reviews", Install Tableau Public Software and create a visualization Examine and navigate the Tableau Public workspace Practice and connect to different data sources Examine ways to define your project,"['Visualization (Computer Graphics)', 'Tableau Software', 'Data Virtualization', 'Data Visualization']","['Data Visualization and Its Importance', 'Getting to Know Tableau for Data Visualization', ""Let's Make a Viz!"", 'Tableau Community Projects and Visualization Best Practices']","[""Desiree' Abbott""]","['University of California, Davis']",Computer Science,https://www.coursera.org/learn/data-visualization-tableau
Introduction to Scrum Master Training,4.7,Beginner level,9 hours (approximately),Flexible schedule,"1,755 reviews",How to differentiate between Waterfall and AgileManaging tasks and events within a SprintScrum terminology and roles,[],"['Welcome to the Certified Scrum Master courses', 'Agile and Scrum Basics', 'Agile Basics and Roles', 'Scrum Events: the Sprint, Vision, Planning, Review, and Retrospective', 'Agile Artifacts: Vision, Product Backlog, Sprint Backlog, and Product Increment']",['Jim Sullivan'],['LearnQuest'],Computer Science,https://www.coursera.org/learn/introduction-to-certified-scrum-master
Introduction to Genomic Technologies,4.6,,6 hours (approximately),Flexible schedule,"4,436 reviews",,"['Bioinformatics', 'Statistics', 'Data Science', 'Computational Biology']","['Overview', 'Measurement Technology', 'Computing Technology', 'Data Science Technology']","['Jeff Leek, PhD', 'Steven Salzberg, PhD']",['Johns Hopkins University'],Computer Science,https://www.coursera.org/learn/introduction-genomics
Systems Biology and Biotechnology Specialization,4.4,Intermediate level,2 months at 10 hours a week,Flexible schedule,723 reviews,,"['Biology', 'Molecular Biology', 'Dynamical Systems', 'Matlab']","['Introduction to Systems Biology', 'Experimental Methods in Systems Biology', 'Network Analysis in Systems Biology', 'Dynamical Modeling Methods for Systems Biology', 'Integrated Analysis in Systems Biology', 'Systems Biology and Biotechnology Capstone']","['Avi Ma’ayan, PhD', 'Eric Sobie, PhD', 'Susana Neves, PhD', 'Ravi Iyengar, PhD', 'Marc Birtwistle, PhD']",['Icahn School of Medicine at Mount Sinai'],Computer Science,https://www.coursera.org/specializations/systems-biology
Foundations of Data Science: K-Means Clustering in Python,4.6,Beginner level,Approx. 29 hours to complete,Flexible schedule,632 reviews,Define and explain the key concepts of data clustering    Demonstrate understanding of the key constructs and features of the Python language.    Implement in Python the principle steps of the K-means algorithm.    Design and execute a whole data clustering workflow and interpret the outputs.    ,"['K-Means Clustering', 'Machine Learning', 'Programming in Python']","['Week 1: Foundations of Data Science: K-Means Clustering in Python', 'Week 2: Means and Deviations in Mathematics and Python', 'Week 3: Moving from One to Two Dimensional Data', 'Week 4: Introducing Pandas and Using K-Means to Analyse Data', 'Week 5: A Data Clustering Project']","['Dr Matthew Yee-King', 'Dr Larisa Soldatova', 'Dr Jamie A Ward', 'Dr Betty Fyn-Sydney']","['University of London', 'Goldsmiths, University of London']",Computer Science,https://www.coursera.org/learn/data-science-k-means-clustering-python
Introduction to AI and Machine Learning on Google Cloud,4.8,Beginner level,Approx. 9 hours to complete,Flexible schedule,12 reviews,Recognize the data-to-AI technologies and tools offered by Google Cloud.Use generative AI capabilities in applications.Choose between different options to develop an AI project on Google Cloud.Build ML models end-to-end by using Vertex AI.,[],"['Introduction', 'AI Foundations', 'AI Development Options', 'AI Development Workflow', 'Generative AI', 'Summary']",['Google Cloud Training'],['Google Cloud'],Computer Science,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud
"Capstone: Retrieving, Processing, and Visualizing Data with Python",4.7,Beginner level,9 hours (approximately),Flexible schedule,"13,594 reviews",Make use of unicode characters and stringsUnderstand the basics of building a search engineSelect and process the data of your choiceCreate email data visualizations,"['Data Analysis', 'Python Programming', 'Database (DBMS)', 'Data Visualization']","['Welcome to the Capstone', 'Building a Search Engine', 'Exploring Data Sources (Project)', 'Spidering and Modeling Email Data', 'Accessing New Data Sources (Project)', 'Visualizing Email Data', 'Visualizing new Data Sources (Project)']",['Charles Russell Severance'],['University of Michigan'],Computer Science,https://www.coursera.org/learn/python-data-visualization
Sample-based Learning Methods,4.8,Intermediate level,21 hours (approximately),Flexible schedule,"1,206 reviews",,"['Function Approximation', 'Artificial Intelligence (AI)', 'Reinforcement Learning', 'Machine Learning', 'Intelligent Systems']","['Welcome to the Course! ', ' Monte Carlo Methods for Prediction & Control', 'Temporal Difference Learning Methods for Prediction ', 'Temporal Difference Learning Methods for Control ', 'Planning, Learning & Acting']","['Adam White', 'Martha White']","['University of Alberta', 'Alberta Machine Intelligence Institute']",Computer Science,https://www.coursera.org/learn/sample-based-learning-methods
Getting Started with Front-End and Web Development,4.4,Beginner level,14 hours (approximately),Flexible schedule,67 reviews,"Define front-end development, list roles and skills, outline web development steps, and explore UI/UX design, collaboration, and industry trends.Explore web browsers, load balancing, and define web frameworks, platforms, hosting, languages, accessibility, and cloud benefits.Compare front-end and back-end roles, version control, and CI/CD, discuss No-Code advantages and tools, and define CMS and SEO patterns.Create websites using WordPress and plugins for website enhancement, outline qualifications, portfolio elements, and specialization paths.","['Web Development', 'Wordpress', 'Front-End Web Development', 'UI/UX Designer', 'No-code']","['Introduction to Web and Front-End Development', 'Web Infrastructure Basics and Terminology ', 'Introduction to Application Development\xa0', 'Get Started with No-Code Web Development ', 'Front-End Developer Skills and Career Paths ', 'Final Project  and Course Wrap-up']","['IBM Skills Network Team', 'Ramanujam Srinivasan']",['IBM'],Computer Science,https://www.coursera.org/learn/getting-started-with-front-end-and-web-development
Build Better Generative Adversarial Networks (GANs),4.7,Intermediate level,28 hours (approximately),Flexible schedule,626 reviews,,"['StyleGANs', 'GAN Evaluation', 'Pros and Cons of GANs', 'GANs Alternatives', 'Bias in GANs']","[' Week 1: Evaluation of GANs', 'Week 2: GAN Disadvantages and Bias', 'Week 3: StyleGAN and Advancements']","['Eda Zhou', 'Sharon Zhou', 'Eric Zelikman']",['DeepLearning.AI'],Computer Science,https://www.coursera.org/learn/build-better-generative-adversarial-networks-gans
Image Processing for Engineering and Science Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,105 reviews,Detect & analyze regions of interest in images and videosReduce noise & improve contrast to better analyze imagesUse interactive apps for rapid prototyping & code generation to automate your analysisScale your algorithms to analyze large image datasets and video,"['Image Processing', 'Image Segmentation', 'Object Detection', 'Matlab', 'video processing']","['Introduction to Image Processing', 'Image Segmentation, Filtering, and Region Analysis', 'Automating Image Processing']","['Amanda  Wang', 'Matt Rich', 'Megan Thompson', 'Brandon Armstrong', 'Sam Jones', 'Max Babayev', 'Isaac Bruss']",['MathWorks'],Computer Science,https://www.coursera.org/specializations/image-processing
Spring Framework Specialization,3.9,Beginner level,1 months at 10 hours a week,Flexible schedule,382 reviews,,"['Spring Framework', 'Spring Data', 'Spring Configuration', 'Netflix OSS', 'Java Programming']","['Spring - Ecosystem and Core', 'Spring MVC, Spring Boot  and Rest Controllers', 'Spring Data Repositories', 'Spring - Cloud Overview']",['Derek Parsons'],['LearnQuest'],Computer Science,https://www.coursera.org/specializations/spring-framework
Introducción a la inteligencia artificial Specialization,4.7,Intermediate level,4 months at 10 hours a week,Flexible schedule,320 reviews,,[],"['Sesenta años de inteligencia artificial', 'Razonamiento artificial', 'Resolución de problemas por búsqueda', 'Cómputo evolutivo', 'Comportamiento adaptativo', 'Creatividad computacional', 'Cognición encarnada', 'Inteligencia artificial: proyecto final']","['David A. Rosenblueth', 'Katya Rodríguez Vázquez', 'Carlos Gershenson', 'Stalin Muñoz Gutiérrez', 'Dra. Wendy Elizabeth Aguilar Martínez', 'Gibran Fuentes Pineda']",['Universidad Nacional Autónoma de México'],Computer Science,https://www.coursera.org/specializations/inteligencia-artificial
"Custom Models, Layers, and Loss Functions with TensorFlow",4.9,Intermediate level,31 hours (approximately),Flexible schedule,960 reviews,,"['Functional API', 'Custom and Exotic Models with Functional API', 'Custom Loss Functions', 'Custom Layers']","['Functional APIs', 'Custom Loss Functions', 'Custom Layers', 'Custom Models', 'Bonus Content - Callbacks']","['Laurence Moroney', 'Eddy Shyu']",['DeepLearning.AI'],Computer Science,https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow
"Excel/VBA for Creative Problem Solving, Part 1",4.8,Beginner level,20 hours (approximately),Flexible schedule,"4,113 reviews",Utilize VBA to define and implement custom user-defined functionsCreate macros to automate procedures in ExcelIdentify the basic programming structures in VBAAutomate Excel’s Goal Seek and Solver tools and use numerical techniques to create “live solutions” to solve targeting and optimization problems,"['Microsoft Excel Vba', 'Computer Programming', 'Problem Solving', 'Debugging']","['Macro recording, VBA procedures, and debugging', 'VBA Nuts & Bolts, Part 1', 'VBA Nuts & Bolts, Part 2', 'Programming structures in VBA', 'Data Management Using VBA', 'R1C1 Style']",['Charlie Nuttelman'],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/learn/excel-vba-for-creative-problem-solving-part-1
Writing and Editing: Word Choice and Word Order,4.7,Beginner level,20 hours (approximately),Flexible schedule,"1,817 reviews",Learn how the words you choose can change the decisions people make  Use syntax strategicallyWrite with originality and produce sentences that nobody else can writeArrange a complex set of information in a reader-friendly way  ,"['Creativity', 'Time management', 'Persuasion', 'Writing', 'Editing']","['The Words Under the Words', 'The Infinite Power of Grammar', 'The Rule of Three', 'The Power of the Particular']",['Patrick Barry'],['University of Michigan'],Computer Science,https://www.coursera.org/learn/writing-editing-words
Fundamentals of Software Architecture for Big Data,3.3,Advanced level,19 hours (approximately),Flexible schedule,40 reviews,"Practice software engineering fundamentals; test first development, refactoring, continuous integration, and continuous delivery.Architect and create a big data or distributed system using rest collaboration, event collaboration, and batch processing.Create a performant, scalable distributed system that handles big data.","['Software Engineering', 'Distributed Computing', 'Big Data', 'Microservices', 'Real-time Systems']","['Software Engineering Overview', 'Fundamentals of Software Architecture', 'Fundamentals of Production Software', 'Fundamentals of Software Architecture for Big Data']","['Mike Barinek', 'Tyson Gern']",['University of Colorado Boulder'],Computer Science,https://www.coursera.org/learn/software-architecture-for-big-data-fundamentals
Big Data – Introducción al uso práctico de datos masivos  Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,596 reviews",,[],"['Big Data: el impacto de los datos masivos en la sociedad actual', 'Big Data: adquisición y almacenamiento de datos', 'Big Data: procesamiento y análisis', 'Big Data: visualización de datos', 'Big Data: capstone project']","['Pau Tallada', 'Isabel Serra', 'Antonio Pita', 'Tomás Margalef', 'Llorenç Badiella', 'Carme Artigas Brugal', 'Andrés Cencerrado', 'Francesc Torradeflot', 'Jorge Carretero', 'Antonio Espinosa', 'Quelic Berga Carreras', 'Julià Minguillón Alfonso', 'Josep Curto Díaz', 'Teresa Sancho Vinuesa', 'Ignasi Alcalde', 'Santiago González', 'Nadia Tonello']",['Universitat Autònoma de Barcelona'],Computer Science,https://www.coursera.org/specializations/big-data-introduccion
Introduction to Computer Information Systems Specialization,4.4,Beginner level,1 months at 10 hours a week,Flexible schedule,94 reviews,,"['Network Security', 'Computer Software', 'Productivity', 'digital literacy', 'Computer Hardware']","['Computer Hardware and Software', 'Data, Security, and Privacy', 'Productivity and Systems Development']",['Tim Carrington'],"['University of California, Irvine']",Computer Science,https://www.coursera.org/specializations/introduction-computer-infosystems
Advanced Computer Vision with TensorFlow,4.8,Intermediate level,19 hours (approximately),Flexible schedule,453 reviews,,"['Salience', 'Image Segmentation', 'Model Interpretability', 'Class Activation Maps', 'TensorFlow Object Detection API']","['Introduction to Computer Vision', 'Object Detection', 'Image Segmentation', 'Visualization and Interpretability']","['Laurence Moroney', 'Eddy Shyu']",['DeepLearning.AI'],Computer Science,https://www.coursera.org/learn/advanced-computer-vision-with-tensorflow
Introduction to 3D Modeling,3.6,Beginner level,Approx. 27 hours to complete,Flexible schedule,10 reviews,Gain interest in 3D design and learning how to use 3D modeling software.Utilize 3D surface and 3D solid modeling tools to create and edit more complex designs.Round out your foundational knowledge with 3D rendering and creating 3D printable models.,"['3d modeling', 'Rhino']","['the building blocks', '2D drawings', 'object modeling', 'surface modeling']",['Glenn Wilcox'],['University of Michigan'],Computer Science,https://www.coursera.org/learn/introduction-to-3d-modeling
"Python, Bash and SQL Essentials for Data Engineering Specialization",4.5,Beginner level,4 months at 5 hours a week,Flexible schedule,266 reviews,"Develop data engineering solutions with a minimal and essential subset of the Python language and the Linux environmentDesign scripts to connect and query a SQL database using PythonUse a scraping library in Python to read, identify and extract data from websites 
","['Data Science', 'Big Data', 'Python Programming', 'Bash (Unix Shell)', 'Database (DBMS)', 'Information Engineering', 'SQL', 'Web Application']","['Python and Pandas for Data Engineering', 'Linux and Bash for Data Engineering', 'Scripting with Python and SQL for Data Engineering', 'Web Applications and Command-Line Tools for Data Engineering']","['Alfredo Deza', 'Kennedy Behrman', 'Noah Gift']",['Duke University'],Computer Science,https://www.coursera.org/specializations/python-bash-sql-data-engineering-duke
Introduction to Self-Driving Cars,4.7,Advanced level,35 hours (approximately),Flexible schedule,"2,778 reviews",Understand commonly used hardware used for self-driving carsIdentify the main components of the self-driving software stackProgram vehicle modelling and control  Analyze the safety frameworks and current industry practices for vehicle development,[],"['Module 0: Welcome to the Self-Driving Cars Specialization!', 'Module 1: The Requirements for Autonomy', 'Module 2: Self-Driving Hardware and Software Architectures', 'Module 3: Safety Assurance for Autonomous Vehicles', 'Module 4: Vehicle Dynamic Modeling', 'Module 5: Vehicle Longitudinal Control', 'Module 6: Vehicle Lateral Control', 'Module 7: Putting it all together']","['Steven Waslander', 'Jonathan Kelly']",['University of Toronto'],Computer Science,https://www.coursera.org/learn/intro-self-driving-cars
TDD – Desenvolvimento de Software Guiado por Testes,4.7,Intermediate level,Approx. 17 hours to complete,Flexible schedule,403 reviews,,"['Software Testing', 'Code Refactoring', 'Software Quality', 'Junit']","['Semana 1', 'Semana 2', 'Semana 3', 'Semana 4']","['Eduardo Guerra', 'Clovis Fernandes']",['Instituto Tecnológico de Aeronáutica'],Computer Science,https://www.coursera.org/learn/tdd-desenvolvimento-de-software-guiado-por-testes
Building AI Applications with Watson APIs,4.3,Intermediate level,20 hours (approximately),Flexible schedule,722 reviews,Describe the technologies involved in the creation of AI applications.Utilize Watson APIs to create useful chatbots.Deploy chatbots to various channels such as Facebook and Slack.Leverages Watson speech APIs to give your chatbot a voice.,"['Python Programming', 'Machine Learning', 'Artifical Intelligence', 'Watson AI', 'Chatbot']","['Module 1: Introduction and Creating a Chatbot', 'Giving it a Voice', 'Deployment', 'Final Project', '(Optional) Enhancing your Chatbot with Discovery']","['Tanmay Bakshi', 'Antonio Cangiano']",['IBM'],Computer Science,https://www.coursera.org/learn/building-ai-applications
Robotics: Aerial Robotics,4.5,,17 hours (approximately),Flexible schedule,"3,016 reviews",,"['Motion Planning', 'Robotics', 'Quadcoper', 'Matlab']","['Introduction to Aerial Robotics', 'Geometry and Mechanics', 'Planning and Control', 'Advanced Topics']",['Vijay Kumar'],['University of Pennsylvania'],Computer Science,https://www.coursera.org/learn/robotics-flight
Mathematics for Machine Learning: Multivariate Calculus,4.7,Beginner level,17 hours (approximately),Flexible schedule,"5,524 reviews",,"['Linear Regression', 'Vector Calculus', 'Multivariable Calculus', 'Gradient Descent']","['What is calculus?', 'Multivariate calculus', 'Multivariate chain rule and its applications', 'Taylor series and linearisation', 'Intro to optimisation', 'Regression']","['Samuel J. Cooper', 'A.\xa0Freddie Page', 'David Dye']",['Imperial College London'],Computer Science,https://www.coursera.org/learn/multivariate-calculus-machine-learning
FinTech: Finance Industry Transformation and Regulation Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,543 reviews,,"['Cryptocurrency', 'fintech disruption', 'Financial Technology', 'Blockchain']","['FinTech Foundations and Overview', 'FinTech Security and Regulation (RegTech)', 'FinTech Risk Management', 'FinTech Disruptive Innovation: Implications for Society']","[' Theodore Henry King CLARK', 'Garvin Percy DIAS']",['The Hong Kong University of Science and Technology'],Computer Science,https://www.coursera.org/specializations/fintech
Discrete Optimization,4.8,Intermediate level,Approx. 65 hours to complete,Flexible schedule,742 reviews,,"['Constraint Programming', 'Branch And Bound', 'Discrete Optimization', 'Linear Programming (LP)']","['Welcome', 'Knapsack', 'Constraint Programming', 'Local Search', 'Linear Programming', 'Mixed Integer Programming', 'Advanced Topics: Part I', 'Advanced Topics: Part II']","['Dr. Carleton Coffrin', 'Professor Pascal Van Hentenryck']",['The University of Melbourne'],Computer Science,https://www.coursera.org/learn/discrete-optimization
Continuous Delivery & DevOps ,4.6,Beginner level,Approx. 8 hours to complete,Flexible schedule,"1,592 reviews","How to diagnose a team’s delivery pipeline and bring forward prioritized recommendations to improve itThe skill sets and roles involved in DevOps and how they contribute toward a continuous delivery capabilityHow to review and deliver automation tests across the development stackHow to facilitate prioritized, iterative team progress on improving a delivery pipeline  ","['Unit Testing', 'System Testing', 'Continuous Delivery', 'Infrastructure As Code', 'Devops']","['The Importance of Velocity & The Jobs of Delivery', 'Your Testing Stack', 'Infrastructure and The Jobs of Ops', 'Delivering Continuously']",['Alex Cowan'],['University of Virginia'],Computer Science,https://www.coursera.org/learn/uva-darden-continous-delivery-devops
Probability Theory: Foundation for Data Science,4.5,Intermediate level,40 hours (approximately),Flexible schedule,144 reviews,Explain why probability is important to statistics and data science.See the relationship between conditional and independent events in a statistical experiment.Calculate the expectation and variance of several random variables and develop some intuition.,"[""Bayes' Theorem"", 'continuous random variables', 'Probability', 'discrete random variables', 'central limit theorem']","['Start Here!', 'Descriptive Statistics and the Axioms of Probability', 'Conditional Probability', 'Discrete Random Variables', 'Continuous Random Variables', 'Joint Distributions and Covariance', 'The Central Limit Theorem']","['Jem Corcoran', 'Anne Dougherty']",['University of Colorado Boulder'],Computer Science,https://www.coursera.org/learn/probability-theory-foundation-for-data-science
Introduction to Software Testing,4.4,Intermediate level,30 hours (approximately),Flexible schedule,682 reviews,"You will gain an understanding of the theory of testing.You will practice writing tests for a variety of quality intent, including code coverage, defect finding, and statistical testing.You will develop test plans to guide the testing stage of the software development lifecycle.You will create defect reports to provide transparency and understanding to supervisors, colleagues, and users.","['Writing Defect Reports', 'Writing Tests', 'Testing Vocabulary', 'Writing Test Plans', 'Understanding of Testing Theory']","['Introduction', 'Testing Foundations', 'Testing in the Software Development Lifecycle', 'Writing Good Unit Tests']","['Kevin Wendt', 'Sanjai Rayadurgam']",['University of Minnesota'],Computer Science,https://www.coursera.org/learn/introduction-software-testing
Expressway to Data Science: Python Programming Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,111 reviews,Fundamentals of Python ProgrammingData Manipulation Packages such as Numpy and PandasData Visualization Packages such as Matplotlib and Seaborn,"['Python Libraries', 'Python Programming', 'Numpy', 'Pandas', 'Matplotlib']","['Introduction to Python Fundamentals', 'Introduction to Python Functions', 'Python Packages for Data Science']",['Di Wu'],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/specializations/python-programming-data-science
"ETL and Data Pipelines with Shell, Airflow and Kafka",4.5,Intermediate level,16 hours (approximately),Flexible schedule,274 reviews,"Describe and contrast Extract, Transform, Load (ETL) processes and Extract, Load, Transform (ELT) processes.Explain batch vs concurrent modes of execution.Implement an ETL pipeline through shell scripting.Describe data pipeline components, processes, tools, and technologies.","['Extract Transform and Load (ETL)', 'Data Engineer', 'Apache Kafka', 'Apache Airflow', 'Data Pipelines']","['Data Processing Techniques', 'ETL & Data Pipelines: Tools and Techniques', 'Building Data Pipelines using Airflow', 'Building Streaming Pipelines using Kafka', 'Final Assignment']","['Yan Luo', 'Sabrina Spillner', 'Ramesh Sannareddy', 'Jeff Grossman']",['IBM'],Computer Science,https://www.coursera.org/learn/etl-and-data-pipelines-shell-airflow-kafka
Introduction to Linear Algebra,,Intermediate level,Approx. 36 hours to complete,Flexible schedule,,,[],"['Week 1 - Geometric Vectors in the Plane and in Space', 'Week 2 - Lines and Planes in Space and Systems of Linear Equations', 'Week 3 - Matrix Arithmetic and the Theory of Determinants', 'Week 4 - Eigentheory and Diagonalisation']",['David Easdown'],['The University of Sydney'],Computer Science,https://www.coursera.org/learn/introduction-to-linear-algebra
Machine Learning: Theory and Hands-on Practice with Python Specialization,3.7,Intermediate level,3 months at 10 hours a week,Flexible schedule,39 reviews,Explore several classic Supervised and Unsupervised Learning algorithms and introductory Deep Learning topics.  Build and evaluate Machine Learning models utilizing popular Python libraries and compare each algorithm’s strengths and weaknesses.Explain which Machine Learning models would be best to apply to a Machine Learning task based on the data’s properties.Improve model performance by tuning hyperparameters and applying various techniques such as sampling and regularization.,"['Unsupervised Learning', 'Python Programming', 'Deep Learning', 'hyperparameter tuning', 'Supervised Learning']","['Introduction to Machine Learning: Supervised Learning', 'Unsupervised Algorithms in Machine Learning', 'Introduction to Deep Learning']",['Geena Kim '],['University of Colorado Boulder'],Computer Science,https://www.coursera.org/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu
Orientação a Objetos com Java,4.8,Intermediate level,Approx. 31 hours to complete,Flexible schedule,"1,114 reviews",,"['Unit Testing', 'Interfaces', 'Law Of Demeter', 'Java Programming']","[' Classes na Teoria e em Java', 'Classes com Java e Modelagem CRC', 'Testes de Unidade, Diagramas UML, Colaboração e Dependência', 'Herança na Teoria e em Java', 'Encapsulamento, Acoplamento entre Classes e Interfaces do Java', 'Polimorfismo, Law of Demeter e Exceções em Java']","['Eduardo Guerra', 'Clovis Fernandes']",['Instituto Tecnológico de Aeronáutica'],Computer Science,https://www.coursera.org/learn/orientacao-a-objetos-com-java
COBOL Programming with VSCode,4.7,Beginner level,Approx. 15 hours to complete,Flexible schedule,169 reviews,Summarize the key features of COBOL programRecognize the hardware (IBM Z) and software (z/OS) layers that go hand in hand with Enterprise COBOL Demonstrate an understanding of basic programming fundamentals Demonstrate an understanding of the modern tooling interface (VSCode w/ ZOWE & Z Open Editor),"['Computer Programming', 'Common Business Oriented Language (COBOL)', 'ZOWE', 'IBM Z', 'VSCode']","['COBOL Basics ', 'COBOL Structure and Cross-Program Communication', 'Defining and Manipulating COBOL Data Names/Types']",['Jeff Bisti'],['IBM '],Computer Science,https://www.coursera.org/learn/cobol-programming-vscode
Scalable Microservices for Developers Specialization,,Intermediate level,3 months at 10 hours a week,Flexible schedule,,,"['Spring Cloud', 'Spring Framework', 'Microservices', 'Spring Boot', 'Object-Oriented Programming (OOP)', 'Functional Programming']","['Building HTTP APIs with Spring', 'Microservice Architectures', 'Functional Programming with Java and Threads']","['Dr. Douglas C. Schmidt', 'Dr. Jules White']",['Vanderbilt University'],Computer Science,https://www.coursera.org/specializations/microservices
Health Informatics for Healthcare Professionals,,Beginner level,Approx. 13 hours to complete,Flexible schedule,,"Describe the history and current status of information systems in healthcareIdentify and describe the functions and evolution of the electronic health record systemsInterpret the relationship between information retrieval, data standards and decision support system","['Health Informatics', 'Data Management', 'Digital transformation']","['Health IT Enters a New Era', 'Data Standards in Healthcare', 'Data Sharing and Storage in Healthcare', 'Reinventing Clinical Decision Support Systems']","['Dr. John D. Halamka, M.D., M.S.']",['Northeastern University '],Computer Science,https://www.coursera.org/learn/health-informatics-for-healthcare-professionals
JavaScript for Beginners Specialization,4.7,Beginner level,2 months at 10 hours a week,Flexible schedule,722 reviews,,"['web interactivty', 'Jquery', 'Data Manipulation', 'JavaScript']","['JavaScript Basics', 'Animation with JavaScript and jQuery', 'Interactivity with JavaScript and jQuery', 'Data Manipulation in JavaScript']",['William Mead'],"['University of California, Davis']",Computer Science,https://www.coursera.org/specializations/javascript-beginner
