Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Midjourney for Beginners: Craft an Exquisite Piece of AI Art,,Beginner level,2 hours,,,"Install Midjourney and create new server to utilize Midjourney's AI toolsGenerate and optimize varied versions of artwork with advanced Midjourney features like remix mode, permutation prompts, and zoom outDeliver industry-standard digital assets by adjusting and saving images in various aspect ratios","['Artificial Intelligence (AI)', 'Computer-Aided Design (CAD)', 'Artificial Neural Network', 'marketing design', 'Design And Product']",['Learn step-by-step'],['Rudi Hinds'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/rudi-hinds-midjourney-for-beginners-craft-ai-art
Google Calendar,4.8,Beginner level,2 hours (approximately),Flexible schedule,220 reviews,"Create and manage Google Calendar events.Customize Google Calendar to suit your way of working.Create, manage and subscribe to additional calendars.Share a Google Calendar.",[],"['Course Introduction', 'Introduction to Google Calendar', 'Manage Google Calendar', 'Respond to and manage events', 'Other event types', 'Sharing calendars', 'Customize Google Calendar', 'Business challenge']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/google-calendar
Generative AI with Vertex AI: Getting Started,,Beginner level,,,,How to use the Generative AI Studio UIHow to use the Vertex AI PaLM API & Python SDK,"['Artificial Neural Network', 'Google Cloud Platform', 'Cloud Computing']",[],['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/projects/googlecloud-generative-ai-with-vertex-ai-getting-started-wpgje
Google Slides,4.8,Beginner level,3 hours (approximately),Flexible schedule,123 reviews,"Create, manage, format and organize content using Google Slides.Add and edit visual objects, and apply transitions and animations to enhance your Google Slides.Share and collaborate securely with Google Slides.Present and engage your audience using Google Slides.",[],"['Course Introduction', 'Introduction to Google Slides', 'Manage Google Slides', 'Enhance Google Slides', 'Organize Google Slides', 'Share your Google Slides', 'Collaborate with Google Slides', 'Present Google Slides', 'Business challenge']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/google-slides
Explore Core Data Concepts in Microsoft Azure,4.8,Beginner level,8 hours (approximately),Flexible schedule,340 reviews,Describe core data concepts. Identify how data is defined and stored.Describe data job roles. Describe and differentiate batch and streaming data. Identify characteristics of relational and non-relational data.,"['Microsoft Azure', 'Data Storage', 'Data Concepts', 'Data Management']","['Core Data Concepts and Roles', 'Concepts of Relational and Non-relational Data']",[' Microsoft'],['Microsoft'],Information Technology,https://www.coursera.org/learn/explore-core-data-concepts-microsoft-azure
PowerBI Report Development Crash Course,4.4,Beginner level,2 hours,,212 reviews,Create Relationship in PowerBICreate Visualization in PowerBI Publish a report in powerbi service,['PowerBI'],['Learn step-by-step'],['Amit Navgire'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/powerbi-report-development-crash-course-wdnos
Advanced Topics and Future Trends in Database Technologies,4.7,Beginner level,16 hours (approximately),Flexible schedule,27 reviews,"In-depth and advanced areas of database technologies The future of database software and where the industry is headingUnderstand and differentiate four leading NoSQL implementations: MongoDB, Cassandra, Redis, Neo4j.","['Big Data', 'Data Warehousing', 'Database (DBMS)', 'database administration', 'NoSQL']","['DBMS Administration Essentials', 'Data Warehousing, Data Cube', 'Big Data and the Data Explosion', 'The Relational Problem and NoSQL Systems']","['Alan Paradise', 'Di Wu']",['University of Colorado Boulder'],Information Technology,https://www.coursera.org/learn/advanced-topics-future-trends-database-technologies
Securing Azure SQL Database,,Intermediate level,2 hours,,,Learn to limit network access to your Azure SQL Database by utilizing server-level IP rules and virtual network access.Learn to create database users and roles to easily manage permissions in your database.Learn to enable Auditing and Temporal Tables to monitor executed queries and changes to your data.,"['Database (DBMS)', 'Networking', 'Auditing', 'database backup', 'temporal tables']",['Learn step-by-step'],['Matija Matisic'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/securing-azure-sql-database
Aruba Networking Basics,4.7,Beginner level,Approx. 18 hours to complete,Flexible schedule,254 reviews,,"['Switching', 'Networking Layers', 'Aruba', 'Routing & Gateways', 'Wired Networking']","['Introduction to Wired Networking', 'Switching, VLANS, Trunking, Loops, and Lags', 'Network Design & Routing']","['Aruba Education Services', 'Tyler McMinn']",['HPE Aruba Networking'],Information Technology,https://www.coursera.org/learn/aruba-networking-basics
Introduction to Generative AI - Español,4.4,Beginner level,Approx. 1 hour to complete,Flexible schedule,14 reviews,Definición de IA generativaExplicación sobre cómo funciona la IA generativaDescripción de los tipos de modelos de IA generativaDescripción de las aplicaciones de IA generativa,[],['Introducción a la IA generativa'],['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/introduction-to-generative-ai---locales
"Smart Analytics, Machine Learning, and AI on Google Cloud",4.6,Intermediate level,6 hours (approximately),Flexible schedule,"1,199 reviews","Differentiate between ML, AI and deep learning.Discuss the use of ML API’s on unstructured data.Execute BigQuery commands from notebooks.Create ML models by using SQL syntax in BigQuery.",[],"['Introduction', 'Introduction to Analytics and AI', 'Prebuilt ML model APIs for Unstructured Data\t', 'Big Data Analytics with Notebooks', 'Production ML Pipelines', 'Custom Model building with SQL in BigQuery ML\t', 'Custom Model Building with AutoML \t', 'Summary\t']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp
Practice Exam for Certified Scrum Master (CSM) Certification,5.0,Advanced level,2 hours (approximately),Flexible schedule,15 reviews,List CSM testing and eligibility requirements.Summarize what to expect from the CSM test.Explain how to prepare for the CSM test.Complete a CSM Practice Test.,"['Scrum Master', 'CSM', 'agile', 'Scrum Alliance', 'Certification']","['Program and Course Introduction', 'CSM Graded Mock Test, Course Summary and Next Steps ']","['Daniel C. Yeomans', 'Skill-Up EdTech Team']",['SkillUp EdTech'],Information Technology,https://www.coursera.org/learn/practice-exam-for-scrum-alliance-csm-certification
Microsoft Azure SQL,4.6,Beginner level,6 hours (approximately),Flexible schedule,184 reviews,Describe the characteristics of relational data Describe types of non-relational and NoSQL databasesDefine types of non-relational dataChoose the most suitable Explore relational data workload offerings ,"['Microsoft Azure', 'Database (DBMS)', 'SQL', 'Data Management', 'NoSQL']","['Relational Data Services in Microsoft Azure', 'Explore Provisioning, Deploying, and Querying Relational Data in Microsoft Azure']",[' Microsoft'],['Microsoft'],Information Technology,https://www.coursera.org/learn/microsoft-azure-sql
Integrating AWS with the SDK,4.9,Beginner level,11 hours (approximately),Flexible schedule,15 reviews,,"['Identity Management (IDM)', 'Amazon Elastic Compute Cloud (Amazon EC2)', 'amazon s3', 'Software Development Kit (SDK)', 'AWS Lambda']","['Week 1: Getting Started', 'Week 2: Application Storage', 'Week 3: Compute and API Hosting']","['Russell Sayers', 'Morgan Willis', 'Seph Robinson']",['Amazon Web Services'],Information Technology,https://www.coursera.org/learn/integrate-aws-sdk
Incident Detection and Response,4.9,Beginner level,6 hours (approximately),Flexible schedule,21 reviews,,['Incident Detection and Response'],"['Module 1: Operate All-source Intelligence for Monitoring and Incident Detection', 'Module 2: Support Incident Lifecycle', 'Module 3: Understand and Support Forensic Investigations', 'Module 4: Chapter 7 Review']",['(ISC)² Education & Training'],['ISC2'],Information Technology,https://www.coursera.org/learn/sscp-4th-ed-course-7
Unix System Basics,4.6,Beginner level,8 hours (approximately),Flexible schedule,51 reviews,Students will learn about the Unix system and how to use basic features such as working with the file system and processes.,"['Shell Script', 'Bash (Unix Shell)', 'File System', 'Linux', 'Unix Shells']","['Introduction to Unix and Linux', 'File System Basics', 'Processes, Services, and Privileges']","['Sharon Jason', 'Chalece DeLaCoudray']",['Codio'],Information Technology,https://www.coursera.org/learn/codio-unix-system-basics
Scrum Master Capstone,5.0,Advanced level,13 hours (approximately),Flexible schedule,15 reviews,"Apply Scrum skills, create project charters, perform Stacey analysis, and identify and prioritize stakeholders with optimal engagement methods.Create a working agreement, User Stories, product backlog, Sprint backlog, analyze risks, and develop an Agile risk register.Perform relative estimation for story points, calculate team velocity, develop a Kanban board, and generate a burndown chart.Evaluate daily Scrum meeting best practices, prepare for a demo, conduct a retrospective, and discuss Scrum certification opportunities.","['Scrum Master', 'Kanban Board', 'Product Roadmap', 'User Story', 'Sprint backlog']","['Program and Course Introduction', 'Product Backlog and User Story Development', 'Sprint 1 Planning and Execution', 'Sprint Close Out and Analysis', 'Sprint 3- MVP Launch', 'Final Submission and Evaluation\xa0']","['Daniel C. Yeomans', 'Skill-Up EdTech Team']",['SkillUp EdTech'],Information Technology,https://www.coursera.org/learn/scrum-master-capstone
Building No-Code Apps with AppSheet: Foundations,4.7,Beginner level,5 hours (approximately),Flexible schedule,121 reviews,Learn about no-code app development and the use cases for building no-code apps.Learn to navigate the AppSheet UI and editor to build and test a no-code app.Learn the publishing process to deploy and publish an app for end users.Create and deploy a simple app.,"['Work with app data sources using Google sheets', 'Understand the capabilities of the AppSheet no-code app development platform', 'Navigate the AppSheet UI and editor to build an app', 'Create and customize the user experience of an app using AppSheet views and branding', 'Learn the process to deploy and publish an app']","['Introduction', 'AppSheet Overview', 'Getting Started', 'Leveraging Data', 'Defining the User Experience of Your App', 'Publishing Your App', 'Course Review']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-foundations
Managing Network Security,4.8,Beginner level,15 hours (approximately),Flexible schedule,201 reviews,"Describe the threats to data from information communication technology (ICT)Identify the issues and practices associated with managing network securityIdentify the practices, tools, and methodologies associated with assessing network securityDescribe the components of an effective network security program","['Wireless Security', 'Intrusion Detection System', 'Firewall (Computing)', 'Computer Network']","['Welcome to the course Managing Network Security (Course 3)', 'Introduction to Networking (Module 3.1)', 'Cybersecurity Technology Administration (Module 3.2)', 'Wireless and Cloud Networks (Module 3.3)', 'Cybersecurity Network Auditing, Monitoring and Logging (Module 3.4)', 'Wrap up for Managing Network Security']","['Michael Whitman, Ph.D., CISM, CISSP', 'Herbert J. Mattord, Ph.D., CISM, CISSP, CDP']",['University System of Georgia'],Information Technology,https://www.coursera.org/learn/managing-network-cybersecurity
Managing Cloud-native Applications with Kubernetes,4.8,Intermediate level,8 hours (approximately),Flexible schedule,35 reviews,"Use Kubernetes container management capabilities to deploy containerized applications.Enable intra-pod network communications for applications deployed in Kubernetes.Create Kubernetes resources holding application configuration and secrets, and inject those values into applications.","['Cloud Platforms', 'Cloud Applications', 'Cloud Computing', 'Kubernetes']","['Deploying Managed Applications', 'Configuring Networking in Kubernetes', 'Customize Deployments for Application Requirements', 'Implementing Cloud Deployment Strategies']",[' Marek Czernek'],['Red Hat'],Information Technology,https://www.coursera.org/learn/managing-cloud-native-applications-with-kubernetes
Data Cleaning in Snowflake: Techniques to Clean Messy Data,2.5,Intermediate level,,,,Use Snowflake UI to identify data quality issues then use SQL String functions to remove unwanted characters and split rows into multiple columns. Extract dates from Text fields then use SQL date functions for comparisons and calculations.Identify and correct missing and duplicated data and answer business questions using aggregation statements.,"['Big Data', 'Data Analysis', 'Information Engineering', 'SQL', 'Snowflake']",['Learn step-by-step'],['Mohamed Touiti'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/data-cleaning-in-snowflake-techniques-to-clean-messy-data
Networks and Communications Security,4.7,Beginner level,8 hours (approximately),Flexible schedule,259 reviews,,[],"['Networks and Communications Security', 'Module 2: Securing Ports and Protocols', 'Module 3: Network Attacks and Countermeasures', 'Module 4: Manage Network Security', 'Module 5: Review']",['(ISC)² Education & Training'],['ISC2'],Information Technology,https://www.coursera.org/learn/network-security-communications-sscp
Infrastructure as Code with Terraform,4.8,Beginner level,1 hour ,,20 reviews,"Build, change, and destroy infrastructure with TerraformCreate Resource Dependencies with TerraformProvision infrastructure with Terraform","['Cloud Management', 'Cloud Infrastructure', 'Google Cloud Platform']",[],['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/projects/googlecloud-infrastructure-as-code-with-terraform-jwta0
Beginner's guide to AWS Identity and Access Management (IAM),4.3,Beginner level,2 hours,,12 reviews,"You will get a real time experience of enabling Cross account access, to create an Identity provider and to access AWS account via AWS CLI.","['Cybersecurity', 'aws associate', 'Cloud developers', 'DevOps admin', 'AWS Cloud admin']",['Learn step-by-step'],['Ann Kovattil'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/beginners-guide-to-aws-identity-and-access-management
Autonomous Vehicle Engineering Specialization,4.3,Beginner level,3 months at 2 hours a week,Flexible schedule,24 reviews,How to schematize a real systemHow to mathematically model multi-physics systemsHow to analyse experimental measuresHow to build Matlab/Simulink models,"['Business Intelligence', 'Autonomous aerospace systems', 'Virtual models', 'Mechanical systems', 'Schematize a real system', 'Modelling and Simulation']","['A quick tour on Big Data and Business Intelligence', 'Autonomous Aerospace Systems', 'Modelling and simulation of mechanical systems']","['Elio Masciari', 'Domenico Accardo', 'Giancarmine Fasano', 'Alfredo Renga', 'Salvatore Strano', 'Sergio Savino']",['Università di Napoli Federico II'],Information Technology,https://www.coursera.org/specializations/autonomous-vehicle-engineering
A Tour of Google Cloud Hands-on Labs,4.8,Beginner level,,,144 reviews,"Learn about the labs platform, and identify key features of a lab environment, and learn how to access the Cloud Console with specific credentials.Learn about Google Cloud projects, and identify common misconceptions about them. Learn about the API library, and examine its chief features.Learn how to use the Google Cloud Navigation menu to identify types of Google Cloud servicesLearn about primitive roles, and use the Cloud IAM service to inspect actions available to specific users.","['Cloud Platforms', 'Google Cloud Platform', 'Cloud Storage']",[],['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/projects/googlecloud-a-tour-of-google-cloud-hands-on-labs-5s3nf
Machine Learning Operations (MLOps) with Vertex AI: Manage Features,,Intermediate level,Approx. 2 hours to complete,Flexible schedule,,"Containerize ML workflows for reproducibility, reuse, and scalable training and inference on Google CloudEfficiently share, discover, and re-use ML features at scale while conducting reproducible ML experiments with Vertex AI Feature Store",[],"['Welcome to the Machine Learning Operations (MLOps) with Vertex AI: Manage Features', 'Introduction to Vertex AI Feature Store', 'Machine Learning Operations (MLOps) with Vertex AI: Manage Features An in depth look ', 'Summary']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/machine-learning-operations-with-vertex-ai-manage-features
Exam Prep CJE: Certified Jenkins Engineer,,Beginner level,Approx. 10 hours to complete,Flexible schedule,,Gain knowledge using Jenkins as a build and integration server    Automation of the project development and deployment using Jenkins.Implementation of Continuous Development as Code best practices  ,"['Jenkins tool', 'CI/CD Pipelines']","['Jenkins: Introduction and Key Concepts', 'Jenkins: Features', 'Jenkins: Building Continuous Delivery (CD) Pipelines', 'Jenkins: Continuous Deployment-as-code']",['Whizlabs Instructor'],['Whizlabs'],Information Technology,https://www.coursera.org/learn/cje-certified-jenkins-engineer
Developing Applications in Python on AWS,4.8,Beginner level,9 hours (approximately),Flexible schedule,20 reviews,Introductory level Python programming and Python packagesExplain the different roles in an organization building software,"['Software Architecture', 'Python Programming', 'Web Development', 'Cloud API', 'Automation']","['Module 1: Welcome to the Course', 'Module 2: Architecture Comparison', 'Module 3: Database', 'Module 4: Messaging Services']","['Russell Sayers', 'Morgan Willis']",['Amazon Web Services'],Information Technology,https://www.coursera.org/learn/developing-applications-in-python-on-aws
Cloud and Wireless Security,4.7,Beginner level,5 hours (approximately),Flexible schedule,27 reviews,,"['Cloud Computing Security', 'Wireless Security']","['Module 1: Operate and Configure Cloud Security', 'Module 2: Cloud Security Considerations', 'Module 3: Secure Wireless Configurations', 'Module 4: Chapter 6 Review']",['(ISC)² Education & Training'],['ISC2'],Information Technology,https://www.coursera.org/learn/sscp-4th-ed-course-6
Networking and Security Architecture with VMware NSX,4.7,Intermediate level,Approx. 20 hours to complete,Flexible schedule,442 reviews,,[],"['Introduction & Networking and Security Architecture with VMware NSX', 'NSX Architecture Components', 'Security Solutions with VMware NSX', 'Application Continuity Solutions (part 1 of 2)', 'Application Continuity Solutions (part 2 of 2)', 'Operations (part 1 of 2)', 'Operations (part 2 of 2)', 'SUPPLEMENTAL MATERIALS']",['Chris McCain'],['VMware'],Information Technology,https://www.coursera.org/learn/networking-security-architecture-vmware-nsx
Epidemics,4.9,Beginner level,Approx. 46 hours to complete,Flexible schedule,219 reviews,,[],"['Theme One: Origins (Epidemics past, present and future)', 'Theme One: Origins (Emergence and ecology of infectious diseases)', 'Theme One: Origins (Medical Detective: Bug hunting in Epidemics)', 'Theme Two: Spread (Infectious disease epidemiology)', 'Theme Two: Spread (Epidemiological triangle)', 'Theme Two: Spread (Infectious disease modeling)', 'Theme Three: Control (Disease surveillance)', 'Theme Three: Control (Non-pharmaceutical intervention (NPI))', 'Theme Three: Control (Vaccination)', 'Theme Four: Communication (Communicating disease risk)']","['Guan Yi (HKU)', 'Thomas Abraham (HKU)', 'Malik Peiris (HKU)', 'Gabriel M. Leung (HKU)', 'Mark Jit (LSHTM)', 'Marc Lipsitch (Harvard)', 'Maria Huachen Zhu (HKU)', 'Joseph T. Wu (HKU)', 'Kwok-Yung Yuen (HKU)', 'Benjamin Cowling (HKU)', 'Tommy Lam (HKU)']",['The University of Hong Kong'],Information Technology,https://www.coursera.org/learn/hkuepidemics
Security Governance & Compliance,4.6,,9 hours (approximately),Flexible schedule,124 reviews,,[],"['Introduction to Cybersecurity', 'Security Governance', 'Legal & Regulatory Compliance', 'Policies, Standards, & Procedures']",['Jacob Horne'],"['University of California, Irvine']",Information Technology,https://www.coursera.org/learn/security-governance-compliance
Data Management with Databricks: Big Data with Delta Lakes,,Intermediate level,2 hours,,,Create Delta Tables in Databricks and write data to them.Transform delta table using Python then query data using SQL to create a dashboard.Use Delta Lake's merge operation and version control to efficiently update Delta Tables. ,"['Delta Lakes', 'SQL', 'Data Management', 'Apache Spark', 'Databricks']",['Learn step-by-step'],['Mohamed Touiti'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/data-management-with-databricks-big-data-with-delta-lakes
Google Chrome Security and Extensions for Beginners,,Beginner level,1 hour,,,"Configure pop-ups and redirects and install, manage, and remove browser extensions.Perform a safety check and configure browser using Google Chrome. ","['Google Chrome Settings', 'Google Chrome Pop-ups', 'Google Chrome Security', 'Google Chrome Extensions', 'IT Fundamentals']",['Learn step-by-step'],['IBM Skills Network Team'],['IBM'],Information Technology,https://www.coursera.org/projects/google-chrome-security-and-extensions-for-beginners
Streaming HL7 to FHIR Data with Healthcare API,,Intermediate level,1 hour ,,,"Gain a general understanding of the Cloud Healthcare API and its role in managing healthcare data.Learn how to create Cloud Healthcare API datasets , HL7 and FHIR stores.Import HL7 data and importing into a FHIR data using the Cloud Healthcare API.","['Google Cloud Platform', 'Web Development', 'Web Application']",[],['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/projects/googlecloud-streaming-hl7-to-fhir-data-with-healthcare-api-coktd
Introducción a la Minería de Datos,4.6,Beginner level,Approx. 77 hours to complete,Flexible schedule,"1,227 reviews",,[],"['Reglas de Asociación', 'Algoritmos de Clasificación I', 'Algoritmos de Clasificación II', ' Métricas de Evaluación de Clasificación', 'Algoritmos de Clustering']",['Karim Pichara Baksai'],['Pontificia Universidad Católica de Chile'],Information Technology,https://www.coursera.org/learn/mineria-de-datos-introduccion
Wireshark for Beginners: TCP IP Protocol Fundamentals,,Beginner level,2 hours,,,Use Wireshark to observe the Internet Level of TCP/IP.Use Wireshark to observe the Transport  Level of TCP/IP.Use Wireshark to observe HTTPS Application of TCP/IP protocol.,"['Wireshark Display Filters', 'Hypertext Transfer Protocol Secure (HTTPS)', 'Internet Protocol (IP) Suite', 'Wireshark', 'TCP/IP Analysis']",['Learn step-by-step'],['David Dalsveen'],['Coursera Project Network'],Information Technology,https://www.coursera.org/projects/wireshark-for-beginners-tcp-ip-protocol-fundamentals
Building Batch Data Pipelines on GCP 日本語版,4.4,Intermediate level,17 hours (approximately),Flexible schedule,29 reviews,データ読み込みのさまざまな方法の確認: EL、ELT、ETL について、また何をどのタイミングで使用するかDataproc での Hadoop の実行、Cloud Storage の活用、Dataproc ジョブの最適化Dataflow を使用したデータ処理パイプラインの構築Data Fusion と Cloud Composer を使用したデータ パイプラインの管理,[],"['はじめに', 'バッチデータ パイプラインの構築の概要', 'Dataproc での Spark の実行', 'Dataflow を使用したサーバーレスのデータ処理', 'Cloud Data Fusion と Cloud Composer を使用したデータ パイプラインの管理', 'コースのまとめ']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/batch-data-pipelines-gcp-jp
"Smart Analytics, Machine Learning, and AI on GCP 日本語版",4.5,Intermediate level,8 hours (approximately),Flexible schedule,31 reviews,リアルタイムのストリーミング分析のユースケースを理解する。Pub/Sub の非同期のメッセージング サービスを使用して、データイベントを管理する。ストリーミング パイプラインを記述して、必要に応じて変換を実行する。ストリーミング パイプラインの両側（生成と利用）について理解する。リアルタイムのストリーミングおよび分析で、Dataflow、BigQuery、Pub/Sub を相互運用する。,[],"['はじめに', '分析と AI の概要', '非構造化データ用の事前構築済み ML モデル API  ', 'Notebooks を使用したビッグデータ分析', 'Kubeflow を使用した本番環境の ML パイプライン', 'BigQuery ML で SQL を使用したカスタムモデルの構築', 'AutoML を使用したカスタムモデルの構築', 'Module 7: まとめ']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/smart-analytics-machine-learning-ai-gcp-jp
Modernizing Data Lakes and Data Warehouses with GCP 日本語版,4.3,Intermediate level,7 hours (approximately),Flexible schedule,48 reviews,データ パイプラインを構成する 2 つの主要コンポーネントである、データレイクとデータ ウェアハウスの違いを理解する。各ストレージ タイプのユースケースを確認し、Google Cloud で利用可能なデータレイクとデータ ウェアハウスのソリューションについて、技術的な詳細を学習する。データ エンジニアの役割と、効果的なデータパイプラインが事業運営にもたらすメリットについて理解する。クラウド環境でデータ エンジニアリングを行うべき理由を確認する。,[],"['はじめに', 'データ エンジニアリングの概要', 'データレイクの構築', 'データ ウェアハウスの構築', 'まとめ']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/data-lakes-data-warehouses-gcp-jp
Building Resilient Streaming Analytics Systems on GCP 日本語版,4.8,Intermediate level,11 hours (approximately),Flexible schedule,18 reviews,リアルタイムのストリーミング分析のユースケースを理解する。Pub/Sub の非同期のメッセージング サービスを使用して、データイベントを管理する。ストリーミング パイプラインを記述して、必要に応じて変換を実行する。リアルタイムのストリーミングおよび分析で、Dataflow、BigQuery、Pub/Sub を相互運用する,[],"['はじめに', 'ストリーミング データの処理に関する概要', 'Pub/Sub を使用したサーバーレス メッセージング', 'Dataflow のストリーミング機能', 'Cloud Bigtable を使用した高スループットのストリーミング', '高度な BigQuery の機能とパフォーマンス', 'コースのまとめ']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/streaming-analytics-systems-gcp-jp
Inteligência Artificial para Logística,,Beginner level,Approx. 33 hours to complete,Flexible schedule,,,"['Jornada do Cliente', 'Internet Of Things (IOT)', 'Gestão Logística', 'Planejamento estratégico', 'Inteligencia Artificial']","['Gestão Logística', 'Planejamento Logístico', 'Sistemas Logísticos', 'Inteligência Artificial e Internet das Coisas']",['Aluizio Faria'],['Fundação Instituto de Administração'],Information Technology,https://www.coursera.org/learn/inteligencia-artificial-para-logistica
Innovations in Investment Technology: Artificial Intelligence,4.7,Beginner level,10 hours (approximately),Flexible schedule,329 reviews,Recognize the strengths and weaknesses of human financial advisors and investors.Explain the business model of robo/AI-advisors.Identify the relationship between identifiable firm characteristics and average returns.Build a diversified portfolio based on attitudes toward risk.,"['Artificial Intelligence (AI)', 'robo advising', 'investment technology', 'diversified portfolio', 'investing technology']","['Introduction', 'Robo Advising', 'Stock Selection & Asset Management', 'Big Data']","['Andrew Wu', 'Robert Dittmar']",['University of Michigan'],Information Technology,https://www.coursera.org/learn/invest-tech
Infrastructure Automation with Terraform,,,Approx. 17 hours to complete,Flexible schedule,,,[],"['Introduction to Infrastructure Automation with Terraform', 'Managing Infrastructure', 'Working with Modules and Remote State', 'Advanced Terraform Features', 'Deploying Resources to GCP', 'Deploying Resources to Azure']",['Whizlabs Instructor'],['Whizlabs'],Information Technology,https://www.coursera.org/learn/infrastructure-automation-with-terraform
Google Drive,4.8,Beginner level,2 hours (approximately),Flexible schedule,161 reviews,"Use, manage, organize and share folders and files using My Drive.Create, manage, and share folders and files in a Google shared drive.Search and navigate using Google Drive.Apply templates to work across Google Workspace applications.",[],"['Course Introduction', 'Introduction to Google Drive', 'Share with Google Drive', 'My Drive', 'Shared drives', 'Templates', 'Google Drive tools and options', 'Business challenge']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/google-drive
Preparing for your Professional Cloud Architect Journey,4.7,Advanced level,4 hours (approximately),Flexible schedule,"1,333 reviews",List the five domains covered on the Professional Cloud Architect certification exam.Identify gaps in your knowledge and skills for each domain and create a study plan.,[],"['Module 0: Introduction to Professional Cloud Architect Certification', 'Module 1: Designing and Planning a Cloud Solution Architecture', 'Module 2: Managing and Provisioning a Solution Infrastructure', 'Module 3: Designing for Security and Compliance', 'Module 4: Analyzing and Optimizing Technical and Business Processes', 'Module 5: Managing Implementation and Ensuring Solution and Operations Reliability', 'Module 6: Case Study Preparation and Your Next Steps']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/preparing-cloud-professional-cloud-architect-exam
Software Defined Networking,4.3,,5 hours (approximately),Flexible schedule,42 reviews,,[],"['Course Overview & Introduction', 'Evolution of Data Center Networks', 'Data Center Network Example', 'DC Networking: Testing, Debugging, and Traffic Evaluation', 'Project ']",['Umakishore Ramchandran'],['Georgia Institute of Technology'],Information Technology,https://www.coursera.org/learn/sdnetworking
"Data Warehouse Concepts, Design, and Data Integration",4.4,,62 hours (approximately),Flexible schedule,"1,033 reviews",,"['Extraction, Transformation And Loading (ETL)', 'Pentaho', 'Data Integration', 'Data Warehouse']","['Data Warehouse Concepts and Architectures', 'Multidimensional Data Representation and Manipulation', 'Data Warehouse Design Practices and Methodologies', 'Data Integration Concepts, Processes, and Techniques ', 'Architectures, Features, and Details of Data Integration Tools']",['Michael Mannino'],['University of Colorado System'],Information Technology,https://www.coursera.org/learn/dwdesign
Additive Manufacturing,4.7,Beginner level,12 hours (approximately),Flexible schedule,62 reviews,Understand the basics of Additive Manufacturing and industrial applicationsLearn about business considerations around implementing Additive Manufacturing,"['Bussiness', '3D printing', 'Manufacturing Ecosystem', 'Additive manufacturing', 'technology']","['What is Additive Manufacturing?', 'Business Context of Additive Manufacturing', 'Future Trend, Course Summary, and Series Conclusion']",['M.S. Krishnan'],['University of Michigan'],Information Technology,https://www.coursera.org/learn/additive-manufacturing-3d-printing
Networking in Google Cloud: Defining and Implementing Networks,4.8,Intermediate level,7 hours (approximately),Flexible schedule,"1,546 reviews","Configure Google VPC networks, subnets, and routers and control administrative access to VPC objects.Route traffic by using DNS traffic steering.Choose among Google Cloud load balancer and proxy options and configure themImplement network connectivity between Google Cloud projects.",[],"['Module 0: Welcome to Networking in Google Cloud: Defining and Implementing Networks\t', 'Google Cloud VPC Networking Fundamentals', 'Controlling Access to VPC Networks', 'Sharing Networks across Projects', 'Load Balancing', 'Course Resources']",['Google Cloud Training'],['Google Cloud'],Information Technology,https://www.coursera.org/learn/networking-gcp-defining-implementing-networks
Advanced Network Security Specialization,,Advanced level,2 months at 10 hours a week,Flexible schedule,,,['Cloud Management'],"['Next-Generation Firewalls and Intrusion Prevention', 'Securing Cloud and Hybrid Networks', 'Advanced Threat Hunting and Incident Response']",['Vinay Kumar'],['LearnQuest'],Information Technology,https://www.coursera.org/specializations/advanced-network-security
