Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Apply Generative Adversarial Networks (GANs),4.8,Intermediate level,25 hours (approximately),Flexible schedule,496 reviews,,"['Convolutional Neural Network', 'Image-to-Image Translation', 'CycleGANs', 'Privacy Preservation', 'Pix2Pix']","['Week 1: GANs for Data Augmentation and Privacy', 'Week 2: Image-to-Image Translation with Pix2Pix', 'Week 3: Unpaired Translation with CycleGAN']","['Sharon Zhou', 'Eda Zhou', 'Eric Zelikman']",['DeepLearning.AI'],Social Sciences,https://www.coursera.org/learn/apply-generative-adversarial-networks-gans
Introduction aux Droits de l’Homme,4.9,,Approx. 17 hours to complete,Flexible schedule,"1,623 reviews",,"['International Law', 'International Relations', 'Humanitarian', 'Law']","['Semaine 1', 'Semaine 2', 'Semaine 3', 'Semaine 4', 'Semaine 5', 'Semaine 6', 'Semaine 7', 'Semaine 8']","['Michel Hottelier', 'Maya Hertig Randall']",['University of Geneva'],Social Sciences,https://www.coursera.org/learn/droits-de-lhomme
"People, Technology and the Future of Mobility ",4.7,Beginner level,Approx. 19 hours to complete,Flexible schedule,650 reviews,"Learn about cutting-edge electric and autonomous vehicle technology.Examine the opportunities and challenges posed by new mobility through the perspectives of public policy, health, law, urban planning, and economics.Understand how you can play a role in transforming the future of mobility.","['Social impact', 'mobility', 'Autonomous vehicles', 'technology', 'Electric Vehicles']","['Week 1: Course Introduction and Background', 'Week 2: Electrification—The Basic Technologies (Part 1)', 'Week 3: Electrification—The Basic Technologies (Part 2)', 'Week 4: Electrification—The Impacts', 'Week 5: Vehicle Automation—The Basic Technologies', 'Week 6: Automation—The Impacts']",['Elisabeth Gerber'],['University of Michigan'],Social Sciences,https://www.coursera.org/learn/people-technology-and-the-future-of-mobility
Generative AI in Education,,Beginner level,Approx. 5 hours to complete,Flexible schedule,,Understand the fundamentals of generative AI in Education.Explore practical examples of a type of Generative AI in Education.Understand ethical considerations in using generative AI in education.Engage in uses of Generative AI and discussion on the impact it could have on the learning experience of all learners.,[],"['Week 1: Introduction to Generative AI', 'Week 2: Good Practice, Advice, and Things to Think About', 'Week 3: Ethics and Generative AI in Education', 'Week 4: Practice with Tools and Check Your Understanding']",['Gabriella Rodolico'],['University of Glasgow '],Social Sciences,https://www.coursera.org/learn/generative-ai-in-education
Dirección y Gestión de Negocios Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,36 reviews,"Importancia del desarrollo estratégico y del marketing.Sistemas ágiles de gestión.Management de sistemas de información y procesos, integración de la tecnología con el negocio de la empresa.","['Estrategia de negocios', 'Economy', 'Administración de Recursos Humanos', 'Tecnologías de la Información', 'Marketing']","['Administración de Recursos Humanos', 'Fundamentos del Marketing', 'Economía y Finanzas de Empresas', 'Administración de las Tecnologías de la Información']","['Esteban Maccari', 'Lucas Pussetto', 'Roberto de Gori', 'Estela Trepat']",['Universidad de Palermo'],Social Sciences,https://www.coursera.org/specializations/direccion-y-gestion-de-negocios
Teaching EFL/ESL Reading: A Task Based Approach,4.7,Intermediate level,Approx. 22 hours to complete,Flexible schedule,534 reviews,,[],"['Introduction to the Course ', 'What is Task-based Language Teaching (TBLT)? ', 'What is Reading and What Does It Involve?', 'Teaching Reading in the Second Language Classroom', 'Focus on Language in the Reading Lesson ', 'Extensive Reading ', 'Designing Reading Tasks ']","['Dr Amos Paran', 'Dr Andrea Révész', 'Dr Myrrh Domingo']","['University of London', 'UCL Institute of Education']",Social Sciences,https://www.coursera.org/learn/esl-reading
Hands-on Internet of Things Specialization,4.7,Intermediate level,2 months at 10 hours a week,Flexible schedule,132 reviews,"How to build an autonomous networked device, how to program and connect this device, how to use wireless networking protocols.","['Python Programming', 'Device Programming', 'Raspberry Pi', 'Machine Learning']","['IoT Devices', 'IoT Communications', 'IoT Networking', 'IoT Cloud']",['Matthew Caesar'],['University of Illinois at Urbana-Champaign'],Social Sciences,https://www.coursera.org/specializations/uiuc-iot
Security & Safety Challenges in a Globalized World,4.8,Beginner level,Approx. 11 hours to complete,Flexible schedule,405 reviews,,[],"['Introduction', 'Global Challenges and Wicked Problems', 'Safety and Security', 'Perspectives and Levels', 'Case Studies', 'Security and Safety in Practice', 'Case Study: Explore, Understand, Do. ']","['Ruth Prins', 'Bibi  van den Berg']",['Universiteit Leiden'],Social Sciences,https://www.coursera.org/learn/security-safety-globalized-world
Refugees in the 21st Century,4.8,Beginner level,Approx. 27 hours to complete,Flexible schedule,509 reviews,,"['Practice sifting complex factual information to identify important features and trends', 'Learn to apply technical legal and policy categories to a range of factual scenarios', 'Learn to engage with technical concepts language and materials', 'Practice navigating online in order to engage with specialised resources', 'Practice evaluating on-the-ground problems to identify pertinent solutions']","[""Week one: Course Introduction and  'A world of refugees' "", 'Week two: Who is a refugee?  ', ""Week three: The global 'system' of refugee protection "", ""Week four: Solving the 'refugee problem' "", 'Week five: Refugees as migrants ', 'Week six: Only the tip of the ‘forced migration’ iceberg ']","['Dr Sarah Singer', 'Professor David Cantor']",['University of London'],Social Sciences,https://www.coursera.org/learn/refugees-21st-century
La Philanthropie : Comprendre et Agir,4.8,,Approx. 19 hours to complete,Flexible schedule,121 reviews,,[],"['Qu’est-ce que la philanthropie ?', ""Qu'est ce qui motive les philanthropes ?"", 'Comment pratiquer la philanthropie ?', ""Quel est l'impact de la philanthropie ?  ""]","['Anne-Claire Pache', 'Arthur Gautier']",['ESSEC Business School'],Social Sciences,https://www.coursera.org/learn/philanthropie
Disability Inclusion in Education: Building Systems of Support ,4.8,Beginner level,Approx. 14 hours to complete,Flexible schedule,577 reviews,To use disability inclusion principles to describe the support needs of learners with disabilities.To identify the systemic support structures available to teachers within the education system.To recognise the impairment specific support needs of learners with disabilities.,"['teaching activities', 'Building Systems of Support', 'classroom strategies', 'Disability Inclusion']","['Inclusive education and special education: Equality and equity ', 'Supporting disability inclusion ', 'Systemic support for educators ', 'Principles and approaches for disability inclusion ', 'Inclusive teaching ']",['Judith McKenzie'],['University of Cape Town'],Social Sciences,https://www.coursera.org/learn/disability-inclusion-education
Claves para la innovación en la docencia universitaria,4.8,,Approx. 12 hours to complete,Flexible schedule,"1,436 reviews",,[],"['INTRODUCCIÓN', 'NUEVOS ESCENARIOS DE ENSEÑANZA Y APRENDIZAJE', 'CARACTERÍSTICAS Y BENEFICIOS DE LAS METODOLOGÍAS PARA EL APRENDIZAJE COLABORATIVO EN LA EDUCACIÓN SUPERIOR', 'MÉTODO DE CASOS', 'FLIPPED CLASSROOM - AULA INVERTIDA', 'APRENDIZAJE BASADO EN PROBLEMAS - ABP', 'GAMIFICACIÓN', 'TECNOLOGÍAS DIGITALES EN LA DOCENCIA UNIVERSITARIA', 'DIMENSIONES, PRINCIPIOS E IMPACTOS DE LA INNOVACIÓN DOCENTE', 'Evaluación final']",['Alejandra Montane Lopez'],['Universitat de Barcelona'],Social Sciences,https://www.coursera.org/learn/innovacion-docencia-universitaria
Envisioning Educational Transformation,,Beginner level,Approx. 30 hours to complete,Flexible schedule,," Examine policy ambitions for educational transformation.Analyze local contexts, such as school systems, education systems, and learning schools.Build local visions for advancing educational access, quality, and equity","['Policy Analysis', 'Systems Analysis', 'Leadership', 'Vision-building']","['Course Kickoff', '1. Thinking Globally', '2. Thinking Nationally', '3. Shared Ambitions', '4. (Re)Building Systems', '5. A Historical Moment', '6. Leading Locally', 'Course Wrap-Up']",['Donald Peurach '],['University of Michigan'],Social Sciences,https://www.coursera.org/learn/envisioning-educational-transformation
"Primeros pasos en el proceso de diseño de UX: Empatizar, definir e idear",4.9,Beginner level,30 hours (approximately),Flexible schedule,697 reviews,Describir métodos comunes de investigación en UX.Empatizar con los usuarios para comprender sus necesidades y dificultades.Desarrollar declaraciones de problemas para definir las necesidades del usuario. Generar ideas de posibles soluciones a los problemas de los usuarios. ,"['Diseño de la experiencia del usuario (UXD)', 'Experiencia del usuario (UX)', 'Esquema', 'Investigación en UX', 'Prototipo']","['Integrar la investigación en el proceso de diseño', 'Empatizar con los usuarios y definir los puntos débiles', 'Creación de historias de usuario y mapas de recorrido del usuario', 'Definición de problemas de usuario', 'Idear soluciones de diseño']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/primeros-pasos-en-el-proceso-de-diseno-de-ux-empatizar-definir-e-idear
Copyright Law,4.8,,12 hours (approximately),Flexible schedule,306 reviews,Identify the basic elements of copyright Describe what copyright does and does not protect Explain the limits of copyright protection Analyze fair use and other complex doctrines that extend from copyright law ,"['Copyright', 'Copyright Protection', 'Fair Use']","['What is Copyright?', ""Copyright's Basic Rights"", ""Copyright's Advanced Rights"", 'Limitations and Exceptions to Copyright']",['Shyam Balganesh'],['University of Pennsylvania'],Social Sciences,https://www.coursera.org/learn/copyright-law
Success,4.8,Beginner level,9 hours (approximately),Flexible schedule,"1,157 reviews",,"['goal setting', 'Happiness', 'Personality Development', 'Personal Development']","['Week 1: Launching Your Personal Search for Success', 'Week 2: How to Think About Success on Your Own Terms', 'Week 3: Diving Deeper: What Research Tells Us About Achievement and Happiness', 'Week 4: Putting it Together: Charting Your Path to the Future']",['Richard Shell'],['University of Pennsylvania'],Social Sciences,https://www.coursera.org/learn/wharton-success
Smart Cities – Management of Smart Urban Infrastructures,4.7,Beginner level,Approx. 12 hours to complete,Flexible schedule,"1,706 reviews",,"['Management', 'City Planning', 'City Management', 'Smart City']","['Introduction to Smart Urban Infrastructures and Smart Cities', 'Smart Urban Energy Systems', 'Smart Urban Transportation Systems', 'Towards Smart Cities: part 1', 'Towards Smart Cities: part 2']",['Matthias Finger'],['École Polytechnique Fédérale de Lausanne'],Social Sciences,https://www.coursera.org/learn/smart-cities
Liderazgo y habilidades de negociación Specialization,4.7,Advanced level,2 months at 10 hours a week,Flexible schedule,250 reviews,Identificar las estrategias de negociación en función de los resultados esperados y su impacto en la relación entre las partes involucradasDesarrollar habilidades de comunicación más importantes: asertividad y empatía,[],"['Comunicación efectiva para el líder actual', 'Habilidades de negociación y comunicación efectiva', 'Estrategias y estilos de negociación\xa0\xa0\xa0\xa0\xa0\xa0']","['Carlos Alberto Tena Sánchez', 'Daniel Meade Monteverde']",['Tecnológico de Monterrey'],Social Sciences,https://www.coursera.org/specializations/liderazgo-habilidades-negociacion
International Cyber Conflicts,4.5,,Approx. 8 hours to complete,Flexible schedule,"1,462 reviews",,"['Cybersecurity', 'Cybercrime', 'Cyberwarfare', 'Internet Protocol (IP) Suite']","['Introduction to Cybercrime', 'Internet Governance', 'Cyberwarfare and International Conflicts', 'Cyberwarfare and International Law', 'Interpersonal Trust and Trust among Nations']","['Sanjay Goel', 'Kevin Williams']",['The State University of New York'],Social Sciences,https://www.coursera.org/learn/cyber-conflicts
Fashion Design,4.6,Intermediate level,10 hours (approximately),Flexible schedule,216 reviews,Innovative new design process techniques based on original researchHow to apply environmentally friendly initiatives to product developmentWays to demonstrate partnership with other brandsAbility to assess the sociocultural relationship between society and fashion,"['Trend Analysis', 'ethical design and production', 'Innovation', 'Collaboration', 'design technique']","['The Fashion Design Process', 'Fashion Design: A Sustainable Approach', 'Collaborative Design', 'Fashion Trends: Interpretation, Observation and Intuition']",['Keanan Duffty'],"['Parsons School of Design, The New School']",Social Sciences,https://www.coursera.org/learn/fashion-design-process
Epidemics - the Dynamics of Infectious Diseases,4.8,,Approx. 16 hours to complete,Flexible schedule,"1,513 reviews",,"['Biology', 'Microbiology', 'Public Health', 'Vaccine Development']","['Course Introduction', 'Pathogens', 'Hosts', 'Basics of Ecology', 'Epidemiology', 'Vaccination', 'Control Mechanisms', 'Emergence', 'Global Health', 'Ask Us Anything Videos']","['Dr. Ottar N. Bjornstad', 'Dr. Matthew Ferrari', 'Dr. Marcel Salathé', 'Dr. Andrew Read', 'Dr. Rachel A. Smith', 'Dr. Peter Hudson', 'Dr. Mary L. Poss', 'Dr. David P. Hughes']",['The Pennsylvania State University'],Social Sciences,https://www.coursera.org/learn/epidemics
Bases de la conception Expérience Utilisateur (UX),4.6,Beginner level,21 hours (approximately),Flexible schedule,62 reviews,"Identifier les responsabilités professionnelles courantes des concepteurs UX débutants.Comprendre les concepts de la conception UX: la conception centrée sur l’utilisateur, le processus de conception, et la conception axée sur l’équité.Expliquer pourquoi les « design sprints » sont une partie importante et utile du travail d’un concepteur UX.Commencer à créer un portfolio en ligne où vous pourrez présenter vos futurs travaux.","['Prototype', 'Conception Expérience Utilisateur (UXD)', 'Recherche UX', 'Maquette fonctionnelle', 'Expérience utilisateur (UX)']","[""Introduction à l'UX Design"", 'Apprendre à connaître les termes, outils et cadres courants dans le design UX', 'Participer aux design sprints', 'Développer une présence professionnelle ']",['Google Career Certificates'],['Google'],Social Sciences,https://www.coursera.org/learn/bases-de-la-conception-experience-utilisateur-ux
Foundations of Career Navigating and Coaching,4.7,Beginner level,15 hours (approximately),Flexible schedule,102 reviews,,"['Crisis Intervention', 'establishing trust', 'establish coaching agreements', 'Human-centered coaching']","['Introduction to Career Coaching and Navigating', 'Theories Behind Career Coaching and Navigating', 'Module 3: Client Relationship Management', 'Module 4: Human-Centered Navigating and Coaching']",['Goodwill Academy'],['Goodwill Industries International'],Social Sciences,https://www.coursera.org/learn/foundations-of-career-navigating-and-coaching
Hot Topics in Criminal Justice,4.6,Beginner level,Approx. 18 hours to complete,Flexible schedule,159 reviews,,[],"['Mass Incarceration', 'Punishment & Prevention', 'Insanity & Neuroscience', 'The Death Penalty', 'Police Use of Force', 'Police Surveillance', 'End of Course Final Quiz']",['Christopher Slobogin'],['Vanderbilt University'],Social Sciences,https://www.coursera.org/learn/hot-topics-criminal-justice
Virtual Teacher Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,642 reviews",,"['Education', 'Resource', 'Planning', 'Collaboration']","['Foundations of Virtual Instruction ', 'Emerging Trends & Technologies in the Virtual K-12 Classroom', 'Advanced Instructional Strategies in the Virtual Classroom', 'Performance Assessment in the Virtual Classroom', 'Virtual Teacher Final Project']","['Cindy  Carbajal', 'Racquel Stephens', 'Camille Funk']","['University of California, Irvine']",Social Sciences,https://www.coursera.org/specializations/virtual-teacher
Game Theory II: Advanced Applications,4.7,Advanced level,Approx. 16 hours to complete,Flexible schedule,607 reviews,,[],"['Social Choice', 'Mechanism Design', 'Efficient Mechanisms', 'Auctions', 'Final Exam']","['Matthew O. Jackson', 'Yoav Shoham', 'Kevin Leyton-Brown']","['Stanford University', 'The University of British Columbia']",Social Sciences,https://www.coursera.org/learn/game-theory-2
A Story of Economics: A Principles Tale Specialization,,Beginner level,5 months at 4 hours a week,Flexible schedule,,,"['Economics', 'Economic Policy', 'Economic Systems', 'International Economics', 'International Trade']","['Principles of Economics: Introduction - Getting to Know You', 'Principles of Economics: Microeconomics - Down to Business', 'Principles of Economics: Macroeconomics - The Big Picture']",['James DeNicco'],['Rice University'],Social Sciences,https://www.coursera.org/specializations/principles-of-economics
Sustainable high-end tourism,,Intermediate level,Approx. 9 hours to complete,Flexible schedule,,,[],"['Sustainable high-end tourism', 'Introduction to High-end Tourism', 'High-end tourism and the three pillars of sustainability', 'Customer Insight in Sustainable High-end Tourism', 'Marketing sustainable high-end tourism experience products and services', 'Operational Management of sustainable high-end customer experience']","['Nestor U. Salcedo', 'Mitja Gorenak', 'Petra Paloniemi', 'Arena Yañez Gago', 'Esteve Dot Jutglà', 'Gilles M. Rasson', 'Anja Mlakar', 'Francesc Romagosa Casals', 'Hana Cosic', 'Teija Tekoniemi-Selkälä']",['Universitat Autònoma de Barcelona'],Social Sciences,https://www.coursera.org/learn/sustainable-high-end-tourism
Urban Air Mobility,4.6,Intermediate level,Approx. 16 hours to complete,Flexible schedule,49 reviews,You will get an understanding of new mobility concepts and the influence of Urban Air Mobility on the whole transport system.,"['Understanding why social acceptance plays such an important role', 'Analyse challenges and find solution concepts', 'Understanding new mobility concepts']","['Introduction - What is Urban Air Mobility?', 'Urban Air Mobility from an Industry Perspective', 'Political perspectives', 'Demand Modeling for Urban Air Mobility', 'Aviation Management', 'Traffic Management for Urban Air Mobility', 'Urban Air Mobility and Urban Planning', 'Understanding the Acceptance of Urban Air Mobility', 'Air Mobility Trajectory Planning', 'Economics of Urban Air Mobility']","['Dr. Garrow, Laurie', 'Luis Rodrigues', 'Klaus Drechsler', 'Constantinos Antoniou ']",['Technical University of Munich (TUM)'],Social Sciences,https://www.coursera.org/learn/urban-air-mobility
Reclaiming the Street for Livable Urban Spaces,4.7,Beginner level,Approx. 19 hours to complete,Flexible schedule,70 reviews,Explore the street as a space for experimentation and an arena for transitioning towards a new mobility paradigmUnderstand how tactical urbanism can be deployed for maximum effectiveness in changing the streetscapeArticulate the relationship between citizen activism and the bureaucratic structureRe-imagine the street as a space for people rather than infrastructure for moving traffic,"['Urban Planning', 'Citizen Activism', 'Tactical Urbanism', 'Transition Management', 'Street Experiments']","['1 — Understanding Transitions in Mobility', '2 — Streets as Transition Experiments', '3 — Living World vs. System World', '4 — Redefining Traffic in Cities', '5 — Guerilla Style', '6 — Wrapping up the Course']","['George Liu', 'Marco te Brömmelstroet', 'Anna Nikolaeva']","['University of Amsterdam', ' EIT Urban Mobility']",Social Sciences,https://www.coursera.org/learn/reclaiming-the-street
IT Support Google Professional Certificate,4.9,Beginner level,6 months at 10 hours a week,Flexible schedule,"5,095 reviews","Dapatkan keterampilan yang dibutuhkan untuk berhasil dalam pekerjaan IT tingkat pemulaBelajar untuk melakukan tugas IT support sehari-hari termasuk perakitan komputer, jaringan nirkabel, menginstal program, dan layanan pelangganPelajari cara memberikan dukungan pelanggan secara menyeluruh, mulai dari mengidentifikasi masalah hingga pemecahan masalah dan debuggingPelajari cara menggunakan sistem termasuk Linux, Sistem Nama Domain, Antarmuka Baris Perintah, dan Kode Biner","['Protokol Jaringan', 'Algoritma dan Teknik Enkripsi', 'Layanan Pelanggan', 'Debugging', 'Komputasi Cloud.']","['Dasar-Dasar Dukungan Teknis', 'Seluk Beluk Jaringan Komputer', 'Sistem Operasi dan Anda: Menjadi Pengguna yang Berdaya', 'Administrasi Sistem dan Layanan Infrastruktur TI', 'Keamanan IT: Pertahanan terhadap Kejahatan Digital']","['Onlea support', 'Google Career Certificates']",['Google'],Social Sciences,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google
Astrobiology and the Search for Extraterrestrial Life,4.8,,Approx. 11 hours to complete,Flexible schedule,"2,560 reviews",,"['Biology', 'Solar Systems', 'Microbiology', 'Astrobiology']","['Life and Its Origins', 'Life on Earth', 'Habitable Environments Elsewhere in our Solar System?', 'The Search for Habitable Exoplanets', 'Extraterrestrial Intelligence']",['Charles Cockell'],['The University of Edinburgh'],Social Sciences,https://www.coursera.org/learn/astrobiology
Municipal Solid Waste Management in Developing Countries,4.8,Intermediate level,Approx. 22 hours to complete,Flexible schedule,"3,298 reviews",,"['Energy', 'Economy', 'Natural Resources', 'Environmental Protection']","['Physical Elements of Solid Waste Management ', 'Physical Elements of Solid Waste Management : Lesson Choices', 'Governance Aspects of Solid Waste Management ', 'Governance Aspects of Solid Waste Management : Lesson Choices', 'Organic waste treatment', 'Organic waste treatment: Lesson Choices', 'Special waste fractions\t', 'Special waste fractions\t: Lesson Choices', 'Strategic Issues and Planning in Solid Waste Management', 'Strategic Issues and Planning in Solid Waste Management: Lesson Choices']","['Félix Schmidt', 'Imanol Zabaleta', 'Dr. Christian Zurbrügg ']",['École Polytechnique Fédérale de Lausanne'],Social Sciences,https://www.coursera.org/learn/solid-waste-management
International Water Law,4.6,Intermediate level,Approx. 10 hours to complete,Flexible schedule,422 reviews,,[],"['Module 1: Introduction to international water law', 'Module 2: The Evolution of the International Regulation on Fresh Water Resources', 'Module 3: The Principles of the Law on Transboundary Water Resources I', 'The Principles of the Law on Transboundary Water Resources II', 'Module 5: Prevention and Resolution of Water-Related Disputes ']","['Laurence Boisson de Chazournes', 'Makane Moïse Mbengue', 'Mara Tignino', 'Komlan Sangbana']",['University of Geneva'],Social Sciences,https://www.coursera.org/learn/international-water-law
Anticorrupción: Introducción a conceptos y perspectiva práctica,4.8,Beginner level,Approx. 14 hours to complete,Flexible schedule,"1,286 reviews",,[],"['Introducción al fenómeno de la corrupción (conceptos centrales y generalidad del discurso de corrupción)', 'Introducción a la ética pública e integridad de los servidores públicos y las instituciones del Estado', 'Corrupción y derechos humanos', 'Las principales leyes y su alcance en materia de anticorrupción', 'Introducción al análisis de redes de actos de corrupción', 'Responsabilidad por actos de corrupción e impunidad']",['Fabiola Navarro Luna'],['Universidad Nacional Autónoma de México'],Social Sciences,https://www.coursera.org/learn/anticorrupcion-introduccion
Hypothesis-Driven Development,4.7,,10 hours (approximately),Flexible schedule,947 reviews,How to drive valuable outcomes for your user and reduce waste for your team by diagnosing and prioritizing what you need to know about themHow to focus your practice of agile by pairing qualitative and quantitative analyticsHow to do just enough research when you need it by running design sprintsHow to accelerate value delivery by investing in your product pipeline,"['Usability Testing', 'Continuous Delivery', 'hypothesis-driven development', 'Lean Startup']","[""How Do We Know if We're Building for a User that Doesn't Exist? "", 'How Do We Reduce Waste & Increase Wins by Testing Our Propositions Before We Build Them?', 'How Do We Consistently Deliver Great Usability? ', 'How Do We Invest to Move Fast? ']",['Alex Cowan'],['University of Virginia'],Social Sciences,https://www.coursera.org/learn/uva-darden-agile-testing
Formación docente basada en la práctica para desarrollar habilidades del siglo XXI,4.8,,Approx. 27 hours to complete,Flexible schedule,532 reviews,"Comprender un modelo de formación docente en que se integran las habilidades del siglo XXI, las prácticas generativas y las pedagogías de la prácticaAplicar metodologías de docencia universitaria para la formación docente centrada en la práctica y mediadas por tecnología digitalTomar decisiones sobre cómo implementar metodologías de docencia universitaria mediadas por la tecnología digital","['Tomar decisiones', 'Comprender', 'Aplicar']","['Introducción', 'Formación docente y las habilidades del siglo XXI', 'Formación docente basada en la práctica', 'Condiciones para un currículo basado en la práctica', 'Oportunidades para el desarrollo de habilidades del siglo XXI y el aprendizaje práctico', 'Proyecto de integración']","['Alejandra Meneses', 'Magdalena Mùller', 'Florencia Gómez Zaccarelli ', 'Miguel Nussbaum Voehl']",['Pontificia Universidad Católica de Chile'],Social Sciences,https://www.coursera.org/learn/formacion-docente-habilidades-siglo-veintiuno
Power and Foreign Policy in International Relations,4.8,Beginner level,Approx. 16 hours to complete,Flexible schedule,69 reviews,Infer why any given nation-state behaves in a certain way in the world.Explain how relative strength and weakness create opportunities and constraints in foreign policymaking.Analyze the causes for power shifts and changes in the international order over time.,"['International Relations', 'Foreign Policy', 'diplomatic relations', 'diplomacy']","['Course Introduction', 'Power and Foreign Policy–The Inseparable Twins', 'Foreign Policy of Great Powers: Case Study–The United States of America', 'Foreign Policy of Middle Powers: Case Study–India', 'Foreign Policy of Small Powers: Case Study–Qatar', 'Peer Review Assignment', 'Course Wrap-Up']",['Sreeram Sundar Chaulia'],['O.P. Jindal Global University'],Social Sciences,https://www.coursera.org/learn/power-and-foreign-policy-in-international-relations
L’IA pour tous,4.8,Beginner level,Approx. 6 hours to complete,Flexible schedule,13 reviews,,"['Label', 'Project', 'Mergers And Acquisitions (M&A)', 'Recruitment']","['Qu’est-ce que l’IA\xa0?', 'Élaborer des projets d’IA', 'Intégrer l’IA dans sa société', 'L’IA et la société']",['Andrew Ng'],['DeepLearning.AI'],Social Sciences,https://www.coursera.org/learn/ai-for-everyone-fr
AI Foundations: Prompt Engineering with ChatGPT,3.8,Beginner level,Approx. 6 hours to complete,Flexible schedule,27 reviews,,[],"['Launch Pad: Getting Started and First Steps', 'Foundations and RACCCA', 'Prompt Formulation and Refinement', 'Prompt Templates', 'Imaginative Prompt Engineering', 'Course Conclusion']",['CareerCatalyst '],['Arizona State University'],Social Sciences,https://www.coursera.org/learn/ai-foundations-prompt-engineering-with-chatgpt
 Introduction to Academic Writing,4.4,Beginner level,Approx. 15 hours to complete,Flexible schedule,42 reviews,Identify the structural parts of an academic paper.Construct evidence-based arguments and articulate them within conventions of academic writing.Describe basic skills of writing policy briefs and writing for popular media.Explain how to structure a dissertation or journal article.,"['Academic Writing', 'Strategies of reading', 'Writing for popular media', 'Research And Design']","['Introduction to Academic Reading and Writing', 'Literature Review and Referencing', 'Writing Policy Briefs and Writing for Popular Media  ', 'Dissertation Writing']",['Madhura Lohokare'],['O.P. Jindal Global University'],Social Sciences,https://www.coursera.org/learn/introduction-to-academic-writing
Our Energy Future,4.7,,Approx. 36 hours to complete,Flexible schedule,"1,147 reviews",,"['Energy', 'Sustainable Energy', 'Energy Systems', 'Environmental Protection']","['General Course Materials', 'Introduction to Energy', 'Physical Energy Sources', 'Introduction to Biological Energy Sources', 'Plant Biofuel', 'Algae Biofuel', 'Biofuel Production and Downstream Processing', 'Social Issues, Economics, and Politics', 'Climate Change', 'Office Hours']",['Dr. Stephen Mayfield'],['University of California San Diego'],Social Sciences,https://www.coursera.org/learn/future-of-energy
"Graph Search, Shortest Paths, and Data Structures",4.8,Intermediate level,15 hours (approximately),Flexible schedule,"1,956 reviews",,"['Graphs', 'Data Structure', 'Algorithms', 'Hash Table']","['Week 1', 'Week 2', 'Week 3', 'Week 4']",['Tim Roughgarden'],['Stanford University'],Social Sciences,https://www.coursera.org/learn/algorithms-graphs-data-structures
Foundations of Teaching for Learning: Developing Relationships,4.9,,Approx. 12 hours to complete,Flexible schedule,968 reviews,,[],"['The importance of relationships for educational settings', 'Developing positive teacher-student relationships', 'Working with your colleagues and school leaders', 'The importance of parent involvement for student success', 'It takes a whole village to educate a child: Working with your community', 'Recognising diversity: Social, Cultural and Values differences in the school']","['Dr Fawaz Shareef', 'Professor John MacBeath']",['Commonwealth Education Trust'],Social Sciences,https://www.coursera.org/learn/teacher-relationships
Migrations internationales : un enjeu mondial,4.7,Beginner level,Approx. 22 hours to complete,Flexible schedule,110 reviews,,[],"['Séance 1 : Mondialisation des migrations', 'Séance 2 : Réfugiés et déplacés environnementaux', 'Séance 3 : L’Europe', 'Séance 4 : France et flux migratoires internationaux', 'Séance 5 : Citoyenneté et migrations', 'Séance 6 : Frontières', 'Séance 7 : Droit à la mobilité et gouvernance globale', 'BIBLIOGRAHIE', 'Ressources cartographiques']",['Catherine Wihtol De Wenden'],['Sciences Po'],Social Sciences,https://www.coursera.org/learn/migrations-internationales
Science Literacy ,4.4,Beginner level,Approx. 22 hours to complete,Flexible schedule,234 reviews,"Learn how to think critically and understand the scientific method   Learn how to form well balanced and logical scientific arguments, read and design scientific research papers Learn how to differentiate and discriminate science from pseudoscience, fake science and bad science Become scientifically literate, and be able to critically evaluate information in the mainstream and social media, as well as every day life","['Communication', 'Science', 'Experimental Design', 'Media Literacy', 'Science Literacy']","['Module 1: Introduction to Science', 'Module 2: Pseudoscience', 'Module 3: Critical Thinking', 'Module 4: Scientific Methods', 'Module 5: Interpreting Evidence ']",['Dr. Claire Scavuzzo'],['University of Alberta'],Social Sciences,https://www.coursera.org/learn/science-literacy
Compassionate Leadership Through Service Learning with Jane Goodall and Roots & Shoots,4.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,132 reviews,"Identify the differences between traditional learning, project-based learning, community service and service learningInterpret how to best integrate the Roots & Shoots service-learning program into lessons and curricular goalsDemonstrate how the Roots & Shoots four-step process helps youth have a voice in identifying and solving a genuine need in their community Synthesize what it means to be a compassionate leader and the characteristics that exhibit compassionate leadership",[],"['Introduction', 'Step 1: Engaging Young People', 'Step 2: Making Observations & Mapping Your Community', 'Step 3: Taking Action', 'Step 4: Measuring Impact & Celebrating Success', 'Conclusion']","['Hope Martinez', 'Erin Viera-Orr', 'Dr. Jane Goodall, Ph.D., DBE', 'Brad McLain']",['University of Colorado Boulder'],Social Sciences,https://www.coursera.org/learn/compassionate-leadership-jane-goodall
