Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
The Sustainability Imperative,4.9,Beginner level,Approx. 17 hours to complete,Flexible schedule,34 reviews,"Define sustainability and sustainable developmentDiscuss with friends, family, and work colleagues the imperative to move to a more sustainable way of lifeExplain the role of energy production and carbon emissions and the necessary transition to carbon-free energy technologiesApply simple carbon footprint assessment techniques to demonstrate the environmental impact of their personal energy consumption patterns","['Carbon Footprint', 'Sustainability', 'Renewable Energy', 'Environmental Impacts', 'Social Equity']","['Setting the Stage: The Sustainability Imperative', 'How did we get here?', 'Sustainability, Social Equity, and Economics', 'Fossil Fuels and the Need for Change', 'Renewable Energy: Technologies and Economics', ""What's my Carbon Footprint?""]","['Michael J. Readey, Ph.D.']",['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/the-sustainability-imperative
Writing and Editing: Structure and Organization,4.8,Beginner level,15 hours (approximately),Flexible schedule,512 reviews,Learn how structure can be used to generate content  Place corresponding ideas in corresponding forms  Add nuance to your writing by using anadiplosis  Identify and assess when to use sentences with varying lengths  ,"['Creativity', 'Time management', 'Persuasion', 'Writing', 'Editing']","['Sentence Flow', 'Corresponding Ideas in Corresponding Form', 'Show and Tell', 'Paragraphing']",['Patrick Barry'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/writing-editing-structure
Social Media and Social Content Strategy,4.4,Beginner level,10 hours (approximately),Flexible schedule,52 reviews,The benefits and advantages to a business of incorporating social media into its overarching digital strategyHow to differentiate between the most influential social media platforms and their advantages for marketers targeting a specific audienceHow to implement and analyze the effectiveness of a social content promotion and distribution strategy,"['Build and sustain a social media community', 'Share and promote social content', 'Set up a social media experience for a business', 'Choose social media platforms and tools', 'Plan a social media advertising strategy']","['Social Media and Business Strategy', 'Social Media Platforms for Business', 'Social Content Strategy and Promotion']",['Cathal Melinn'],['Digital Marketing Institute'],Personal Development,https://www.coursera.org/learn/social-media-social-content-strategy
Decision-Making: Blending Art & Science,4.8,Beginner level,19 hours (approximately),Flexible schedule,106 reviews,How our brains work and how we make decisionsWhat experience means for decision-makingHow to identify our emotional biases and overcome themHow to put it all together to make better decisions,"['Decision-Making', 'Strategic Leadership', 'Management', 'Learning How To Learn', 'Leadership Development']","['The Emotional Brain, Bias, and Decision-Making', 'Experience and Expertise', 'Emotional Tags in Action', 'Putting It All Together: How to be the Great Decision-Maker You Want to Be']",['Sydney Finkelstein'],['Dartmouth College'],Personal Development,https://www.coursera.org/learn/decision-making-art-and-science
Les Partenariats Public-Privé (PPP): Comment offrir de meilleures infrastructures pour les services publics,4.7,,Approx. 14 hours to complete,Flexible schedule,491 reviews,,[],"['Réduire le déficit d’infrastructures\xa0: le rôle des PPP', 'Prendre les bonnes décisions : les cadres législatifs et institutionnels dédiés aux PPP', 'Susciter l’engagement du partenaire approprié : la passation des PPP', 'Obtenir un partenariat réussi : la mise en oeuvre du PPP']","['M. Olivier Frémond', 'Dianne Rudo']",['The World Bank Group'],Personal Development,https://www.coursera.org/learn/partenariats-public-prive
Animer une séance collaborative,4.5,Beginner level,Approx. 2 hours to complete,Flexible schedule,528 reviews,,[],['Animer une séance collaborative'],['David AUTISSIER'],['ESSEC Business School'],Personal Development,https://www.coursera.org/learn/animer-seance-collaborative
Alexander Technique: Balanced Posture for Ease and Comfort,,Beginner level,Approx. 10 hours to complete,Flexible schedule,,"Organize the head, neck, and spine to promote spinal length and fluid movement and improve your relationship to the ground.Understand the mental processes behind a new way of inhabiting your body, creating a newfound sense of lightness and freedom in all your movements.Combat stress, anxiety, and discomfort using a different approach to breathing than what you've likely been taught.","['breathing', 'Coordination', 'movement', 'balance', 'Posture']","['Looking at the Mind Body Relationship', 'Head-Neck-Back Relationship while Sitting', 'From Standing to Sitting', 'The Strength of the Torso ', 'Calming the Nervous System with Breath']",['Michelle Obrecht'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/alexander-technique
Church Administration Theology and Time Management,4.8,Beginner level,Approx. 17 hours to complete,Flexible schedule,14 reviews,Explain why church administration must be approached from a theological perspective.Elucidate how Christian ethics and pastoral leadership inform a theology and practice of church admin.Develop a time stewardship plan.,"['meeting management', 'Leadership', 'Time management', 'church administration', 'theology']","['Church Admin as Church Practices ', 'Church Admin as Pastoral Leadership', 'Time Management to Time Stewardship', 'Delegation and Meeting Stewardship']",['Rae Cho'],['Duke University'],Personal Development,https://www.coursera.org/learn/theology-church-administration
Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,4.8,,Approx. 7 hours to complete,Flexible schedule,636 reviews,,[],"['Módulo I: Liderazgo Instruccional: conceptos clave', 'Módulo II: Efectividad Escolar: modelos y evidencia', 'Módulo III: Buenas Prácticas de Liderazgo Instruccional', 'Módulo IV: Mejora Escolar ', 'Síntesis']",['Paulo Paulo Volante Beach'],['Pontificia Universidad Católica de Chile'],Personal Development,https://www.coursera.org/learn/liderazgo-educativo
Customer Insights: New Product Development Orientation,4.4,Beginner level,Approx. 18 hours to complete,Flexible schedule,99 reviews,,[],"['MODULE 0: Orientation and Introduction to the Case Study Method', 'MODULE 1: What Makes a Great New Product', ' MODULE 2: Product Development Customer Knowledge Requirement', 'MODULE 3: Identifying the Voice of Your Customer', 'MODULE 4: Design Thinking and Customer Journey Maps']",['William Qualls'],['University of Illinois at Urbana-Champaign'],Personal Development,https://www.coursera.org/learn/customer-insights-orientation
"Engineering Life: Synbio, Bioethics & Public Policy",4.2,Intermediate level,Approx. 13 hours to complete,Flexible schedule,71 reviews,,[],"['Welcome to Engineering Life: SynBio, Bioethics & Public Policy', 'Recombinant DNA Technology: Science and History', 'GOF Research', 'Biofuels', 'Human Health', 'Governance']","['Debra JH Mathews, PhD, MA']",['Johns Hopkins University'],Personal Development,https://www.coursera.org/learn/synbioethics
An Overview of the U.S. Healthcare System,,Beginner level,Approx. 18 hours to complete,Flexible schedule,,Explain how the delivery of healthcare in the U.S. is organized and financedDescribe the major health care professions and current employment trends Understand the connection between the historical foundation of American health care and its current state,"['Healthcare Systems Analysis', 'Forecasting Trends', 'Healthcare Innovation']","['Healthcare Delivery: Financing & Spending', 'Traditional Models of Healthcare Delivery', 'Consolidation Trends in Healthcare Delivery', 'Emerging Models of Healthcare Delivery']",['Gary Young'],['Northeastern University '],Personal Development,https://www.coursera.org/learn/an-overview-of-the-us-healthcare-system
Water in the Western United States,4.8,Beginner level,Approx. 23 hours to complete,Flexible schedule,20 reviews,"Understand the unique aspects of water supply and demand issues in the western US and how water systems have adapted to them. Explain historical and scientific issues around water management in the western US. Recognize major sources of water supplies in the western US and the impact of individual “water footprints."" Describe some of the ways in which scientists study research questions related to water and climate in the western US.","['Colorado River', 'Sustainability', 'Water', 'Western United States (US)', 'Climate Change']","['Course Introduction', 'History, Politics, and Culture of Water Development in the Western US', 'Hydrology, Water Demand, and Climate in the Western US', 'Case Study: The Colorado River Basin', 'Controversial Issues and the Future of Water in the Western US']","['Eric Gordon', 'Anne U. Gold']",['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/water-united-states
"Global Health Security, Solidarity and Sustainability through the International Health Regulations",4.7,Intermediate level,Approx. 25 hours to complete,Flexible schedule,90 reviews,"history and goals of the IHR, rights and obligations of the States Parties and the WHO within the IHR; IHR achievements, strengths, weaknesses and challenges after more than 10 years of its implementation",[],"['Introduction and course outline', ' Historic perspectives. IHR Articles & Procedures', 'Intersectorality of the IHR - Part 1. Health threats covered by the IHR', 'Intersectorality of the IHR - Part 2. Mobility, trade and national security', 'National planning, monitoring and evaluation ', 'Challenges in the IHR implementation. Ebola and the WHO reform', 'Conclusion and final quiz']","['Antoine Flahault', 'Gilles Poumerol', 'Aude Richard']",['University of Geneva'],Personal Development,https://www.coursera.org/learn/international-health-regulations
Studying at Japanese Universities,4.8,Beginner level,Approx. 11 hours to complete,Flexible schedule,415 reviews,"Japanese university application, enrollment processes, and the different types of programs offeredUseful information and advice to start you on the path to studying in Japan",[],"['Your First Step to Study in Japan', 'Understanding the Process', 'Student Life in Japan', 'Moving Forward']","['Yuko Itatsu', 'Yujin Yaguchi']",['The University of Tokyo'],Personal Development,https://www.coursera.org/learn/study-in-japan
XR in Healthcare Education and Clinical Practice,,Beginner level,Approx. 20 hours to complete,Flexible schedule,,"Differentiate between types of Extended Reality (XR) and identify devices applicable to various use cases.  Analyse the application of XR to medical education, using evidenced-based pedagogy and principles of inclusivity, diversity, and accessibility.Recognize the value of Extended Reality application to clinical practice in healthcare and identify suitable opportunities and design practice.Identify valuable expertise which enables successful progression and application of Extended Reality in medical education and clinical practice.","['Critical Thinking', 'Medical Education', 'Innovation', 'Extended Reality', 'Project Planning']","['Getting Started with Extended Reality (XR)', 'XR Design for Healthcare Education', 'XR Design for Clinical Practice', 'Planning the Application of XR']","['James Kinross', 'Jason A. Lawson']",['Imperial College London'],Personal Development,https://www.coursera.org/learn/extended-reality-in-healthcare-education-and-clinical-practice
Applied Digital Literacy Specialization,4.7,Beginner level,1 months at 10 hours a week,Flexible schedule,54 reviews,Learners will craft a workable research project.Learners will effectively search databases and websites to satisfy their research need.Learners will employ media creation tools to share their research project.,"['Multimedia', 'Visual Communication', 'Information Seeking Behavior']","['Basic Information Literacy', 'Advanced Information Literacy', 'Digital Information Literacy']","['Nicole Thomas', 'Roberta (Robin) Sullivan', 'Cynthia A. Tysick', 'Bryan Sajecki', 'Jocelyn Swick-Jemison']",['The State University of New York'],Personal Development,https://www.coursera.org/specializations/applied-digital-literacy
Foundations of Hotel Budgeting and Forecasting,,Beginner level,Approx. 9 hours to complete,Flexible schedule,,Create a hotel budget and forecast using industry-standard methods. (Higher-Order Thinking Skills - HOTS)Evaluate the financial performance of a hotel and identify areas for improvement. (HOTS)Understand the current trends and future outlook of hotel budgeting and forecasting.Develop actionable strategies based on budgeting and forecasting data.,"['Financial Forecast', 'Budget', 'analysis', 'Hotel budgeting and forecasting techniques.', 'Sustainability Reporting']","['Introduction to Hotel Budgeting and Forecasting ', 'Performance Analysis and Improvement', 'Emerging Trends and Strategies', 'Advanced Hotel Budgeting and Forecasting Strategies', 'Conclusion and Final Assessment']",['Manish Gupta'],['Starweaver'],Personal Development,https://www.coursera.org/learn/foundations-of-hotel-budgeting-and-forecasting
Strategic Organization Design,4.6,,13 hours (approximately),Flexible schedule,288 reviews,,"['Organization Design', 'Strategic Management', 'Business Strategy', 'Organizational Structure']","['Structure Organizations', 'Manage Complexity and Interdependence', 'Understand your Surroundings', 'Decide on a Corporate Office', 'Design for Growth', 'Final Exam']",['Tobias Kretschmer'],['Ludwig-Maximilians-Universität München (LMU)'],Personal Development,https://www.coursera.org/learn/organization-design
Organizational Behavior: How to Manage People,4.7,,14 hours (approximately),Flexible schedule,"1,096 reviews",,"['Management Styles', 'Leadership', 'Management', 'Organizational Culture']","['Course Overview & Week 1: Motivation', 'Week 2: Leadership', 'Week 3: Teamwork', 'Week 4: Culture']",['Anneloes Raes'],['IESE Business School'],Personal Development,https://www.coursera.org/learn/managing-people-iese
Establishing Product-Market Fit,4.5,Beginner level,8 hours (approximately),Flexible schedule,54 reviews,Determine your target customer and identify their needs and wants.Define your value proposition and specify your minimum viable feature set.Create your minimum viable product and the user experience.Test your minimum viable product and iterate to improve product-market fit.,"['Product Management', 'product design', 'Product Development', 'Ideation', 'User Experience (UX)']","['Introduction to Establishing Product-Market Fit', 'Defining Product-Market Fit', 'Identifying Underserved Customer Needs', 'Determining Your Target Customer', 'Module 5: Deﬁning Your Value Proposition', 'Specifying Your Feature Set', 'Creating Your Prototype', 'Testing Your MVP with Customers', 'Improving Product-Market Fit', 'Final Thoughts']",['Dr. James V. Green'],"['University of Maryland, College Park']",Personal Development,https://www.coursera.org/learn/establishing-product-market-fit
Gender Analytics for Innovation,4.8,Beginner level,8 hours (approximately),Flexible schedule,258 reviews,"Recognize ways in which policies, products, services and processes might be implicitly gendered, thus creating inequitable impactDevelop fluency in key concepts of Gender Analytics, including language associated with sex, gender, gender identity and intersectionality.Evaluate options for using Gender Analytics to spur inclusive innovation, especially in areas not often considered genderedIdentify opportunities to build personal and organizational capabilities to conduct intersectional Gender Analytics effectively","['Intersectional Analysis', 'Gender Based Analysis', 'Business Analytics', 'Innovation', 'Leadership Development']","['Using Gender Analytics to create opportunities and mitigate risks', 'Gender Analytics competencies', 'Why gender and its intersections matter', 'Gender Analytics for inclusive innovation']",['Sarah Kaplan'],['University of Toronto'],Personal Development,https://www.coursera.org/learn/gender-analytics-innovation
The Art of Negotiation,4.5,,6 hours (approximately),Flexible schedule,"2,917 reviews",Understand how negotiation differs from sellingIdentify common negotiation stylesDescribe the personal and behavioral characteristics of an effective negotiatorAssess your personal style and how it affects the negotiation process,"['Win-Win Game', 'Negotiation', 'Planning', 'Principled Negotiation']","['What is Negotiation?', 'Influencing Factors and Considerations', 'You and Your Counterparts as Negotiators', 'Preparation, Planning and Implementation']","['Sue Robins, M.S. Ed.']","['University of California, Irvine']",Personal Development,https://www.coursera.org/learn/art-of-negotiation
Gmail,4.8,Beginner level,3 hours (approximately),Flexible schedule,794 reviews,"Compose, reply, forward, and format messages using the Gmail interface.Organize your messages using Gmail.Identify ways to customize Gmail to improve productivity.Apply filters and advanced search to find messages.",[],"['Course Introduction', 'Introduction to Gmail', 'Organize your email', 'Gmail integration', 'Protect your Inbox', 'Contacts', 'Manage Gmail settings', 'Become more productive with Gmail', 'Business challenge']",['Google Cloud Training'],['Google Cloud'],Personal Development,https://www.coursera.org/learn/gmail
Introduction and Programming with IoT Boards,4.6,Beginner level,Approx. 7 hours to complete,Flexible schedule,"1,708 reviews",,"['Syntax', 'Arduino', 'Problem Solving', 'Internet Of Things (IOT)']","['Introduction to IoT', 'Networking Technologies for IoT', 'IoT Programming with Arduino', 'IoT Programming with Raspberry Pi', 'IoT Programming with ARTIK Board']",['James Won-Ki HONG'],['Pohang University of Science and Technology(POSTECH)'],Personal Development,https://www.coursera.org/learn/introduction-iot-boards
Fundamentos de la gestión del talento humano,4.8,Beginner level,Approx. 16 hours to complete,Flexible schedule,156 reviews,Buenas prácticas de reclutamientoMedición de desempeño y feedbackIdentificación de clima y cultura organizacionalDiseño de cursos virtuales,[],"['Reclutamiento para no reclutadores', 'Evaluar el desempeño de un equipo con el método 360°', 'Cómo brindar y recibir un feedback efectivo', 'Cómo medir el clima y la cultura organizacional', 'Formación virtual: diseña un curso virtual', 'Formación virtual: desarrolla recursos de alto impacto', 'Formación virtual: crea evaluaciones significativas', 'Formación virtual: implementa y evalúa tus cursos']","['Yesid Olave', 'Pablo Perez-Duarte']",['UBITS'],Personal Development,https://www.coursera.org/learn/fundamentos-de-la-gestion-del-talento-humano
Digital Fashion Mindset,4.6,Intermediate level,16 hours (approximately),Flexible schedule,73 reviews,Summarize the current state of digitalization and Digital Transformation in the fashion industry.Develop your own approach to digitalization in your own practice and/or employment to maximize new personal and/or business opportunities.Examine digitization and its sustainable practices in production and throughout the supply chain.,"['Digital Transformation in Fashion', 'Digital Collaboration', 'Digitalization in Fashion', 'On-Demand Fashion Design', 'Sustainable Fashion Production']","['Digital Transformation', 'The Digital Process', 'The Key Digital Players']","['Leslie Holden', 'Sean Chiles']","['Parsons School of Design, The New School']",Personal Development,https://www.coursera.org/learn/digital-fashion-mindset
Introducción a la gestión de proyectos,4.8,Beginner level,25 hours (approximately),Flexible schedule,389 reviews,,"['Planeación para la ejecución', 'Organización', 'Pensamiento Esbelto', 'Análisis', 'Pensamiento crítico']","['¿Cómo y por qué inicia un proyecto?', '¿Por qué es importante planear?', '¿Cómo coordinar un proyecto?', '¿Cuáles son los beneficios de ser un profesional de la administración de proyectos?']",['Leticia Almaguer Flores'],['Tecnológico de Monterrey'],Personal Development,https://www.coursera.org/learn/gestion-proyectos-c1
Ethical Leadership Through Giving Voice to Values,4.7,Beginner level,10 hours (approximately),Flexible schedule,465 reviews,The skills and confidence to act on your valuesA toolkit for voicing and enacting your values and principlesLeadership skills in responding to values conflictsThe ability to voice your values effectively,"['Leadership', 'Business Ethics', 'Ethical Leadership']","['What Is Giving Voice to Values? Why and How It Works', 'Recognizing and Learning From Your Success and Failures ', 'Developing Scripts and Action Plans', 'Addressing Challenges and Opportunities with the GVV Approach ']",['Mary Gentile'],['University of Virginia'],Personal Development,https://www.coursera.org/learn/uva-darden-giving-voice-to-values
Introduction to C++ Programming and Unreal,4.5,Intermediate level,19 hours (approximately),Flexible schedule,141 reviews,,[],"['Starting to Program', 'Data Types, Variables, and Constants', 'Classes and Objects', 'Unreal Engine Basics']","['Dr. Tim ""Dr. T"" Chamillard']",['University of Colorado System'],Personal Development,https://www.coursera.org/learn/introductionprogrammingunreal
Product Management: Initial Product Strategy and Plan,,Beginner level,18 hours (approximately),Flexible schedule,,Identify the product concept using tools and techniquesPerform a product external assessment and internal assessment and record your findings in a SWOT templateAnalyze market and solution requirements and develop a market requirements document (MRD)Develop a product roadmap and perform a financial analysis using a business case,"['Product Concept', 'Product Management', 'Product Plan', 'Swot Analysis', 'Project Charter']","[' Product Conception and Planning Overview', 'Product Concept Identification', 'Product Concept Investigation', 'Product Plan Phase ', 'Course Summary and Final Assessment ']","['Daniel C. Yeomans', 'Skill-Up EdTech Team']",['SkillUp EdTech'],Personal Development,https://www.coursera.org/learn/product-management-initial-product-strategy-and-plan
Analysis for Business Systems,4.8,Beginner level,9 hours (approximately),Flexible schedule,514 reviews,Learn about the standard models of systems development: the Systems Development Lifecycle (SDLC).  Learn how to read and create specific deliverables that business systems analysts prepare during the SDLC.  ,"['Business analysis skills and knowledge', 'Management', 'Project management skills and knowledge']","['Introduction to Business Systems', 'Analysis Phase Documentation', 'Analysis Phase Diagrams', 'Design Phase Overview', 'Course Project']",['Ken Reily'],['University of Minnesota'],Personal Development,https://www.coursera.org/learn/analysis-for-business-systems
Preparing for Your Professional Cloud Security Engineer Journey,4.7,Beginner level,6 hours (approximately),Flexible schedule,109 reviews,Describe the domains covered on the Professional Cloud Security Engineer Certification exam.Identify gaps in your knowledge and skills for each domain and create a study plan.,[],"['Introduction', 'Configuring Access Within a Cloud Solution Environment', 'Configuring Perimeter and Boundary Security', 'Ensuring Data Protection', 'Managing Operations Within a Cloud Environment', 'Supporting Compliance Requirements', 'Your Next Steps']",['Google Cloud Training'],['Google Cloud'],Personal Development,https://www.coursera.org/learn/preparing-for-your-professional-cloud-security-engineer-journey
Foundations for Interviewing with Confidence,4.5,Beginner level,19 hours (approximately),Flexible schedule,62 reviews,Develop an understanding of the tech industry landscape in order to cultivate a long term career planConstruct an intimate understanding of your audience and express a personal story that is unforgettableFormulate a results-driven professional portfolio that showcases your track record and sets you apart from other candidatesCreate a lasting impression through the interview process,"['Personal Advertisement', 'Personal Branding', 'Resume writing', 'Audience', 'interviewing']","['Unlock a Rewarding Career', 'Build Your Personal Brand', 'Create a Powerful Professional Portfolio', 'Become an Interview Superstar']","['Trailhead', 'Lara Arabi', 'Mandy Bynum Mc Laughlin']","['Salesforce', 'SV Academy']",Personal Development,https://www.coursera.org/learn/sales-interview
"Creatividad, diseño e innovación: Técnicas y herramientas Specialization",4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,"1,405 reviews",,"['Consumer Behaviour', 'Business Model', 'Communication Design', 'Innovation']","['Ser más creativos', 'Innovar', 'Entender el diseño', 'Creatividad, diseño e innovación: Técnicas y herramientas - Proyecto Final']","['Guadalupe Vadillo', 'Prasad Boradkar']","['Arizona State University', 'Universidad Nacional Autónoma de México']",Personal Development,https://www.coursera.org/specializations/creatividad-diseno-innovacion
Principles of Leadership: Leading Technical Teams Specialization,5.0,Beginner level,3 months at 10 hours a week,Flexible schedule,7 reviews,"Apply elements of personal effectiveness, including negotiation, managing organizational politics, finding mentors, and converting enemies to allies.Apply practical leadership activities, including defining roles, setting a vision, coaching, dealing with conflicts, and delegationApply teambuilding activities, including hiring the right team members, building the team, managing the team, and conducting effective meetings.","['Team Building', 'Communication', 'Negotiation', 'Transparency', 'Collaboration']","[""A Technical Leader's Qualities and Effectiveness"", 'Challenges of Leading Individuals in the Tech Industry', 'Challenges of Leading Technical Teams']",['Daniel Moorer'],['University of Colorado Boulder'],Personal Development,https://www.coursera.org/specializations/principles-of-leadership-leading-technical-teams
"Uncommon Sense Teaching: Part 2, Building Community and Habits of Learning",4.9,Intermediate level,13 hours (approximately),Flexible schedule,101 reviews,,"['strategies in teaching', 'Lesson Plan', 'social emotional', 'neurodiversity']","['Week 1: Motivation, Stress, and Character Change', 'Week 2: How to Reach and Teach Both Procedural and Declarative Pathways', 'Week 3: Intellectual Humility, Critical Thinking, and Bias', 'Neurodiversity, Student Groups, and Charting Your Course to the Finish Line!']","['Barbara Oakley', 'Beth Rogowsky', 'Dr. Terrence Sejnowski']",['Deep Teaching Solutions'],Personal Development,https://www.coursera.org/learn/building-community-habits-of-learning
Developing a Google SRE Culture,4.7,Beginner level,7 hours (approximately),Flexible schedule,827 reviews,Discuss Google’s view on DevOps philosophy and the relationship between DevOps and SREDiscuss the value SRE can provide to your IT operationsArticulate Google’s technical and cultural fundamentals of SREAssess your organization’s maturity level in adopting SRE,"['SRE Culture', 'Business Value', 'Organizational Culture']","['Welcome to Developing a Google SRE Culture', 'DevOps, SRE, and Why They Exist', 'SLOs with Consequences', 'Make Tomorrow Better than Today', 'Regulate Workload', 'Apply SRE in Your Organization', 'Final Assessment']",['Google Cloud Training'],['Google Cloud'],Personal Development,https://www.coursera.org/learn/developing-a-google-sre-culture
Programación para todos (Introducción a Python),4.8,,Approx. 19 hours to complete,Flexible schedule,105 reviews,"Instalar Python y escribir su primer programaDescribir los conceptos básicos del lenguaje de programación PythonUsar variables para almacenar, recuperar y calcular informaciónUsar herramientas de programación básicas, como funciones y bucles","['Computer Memory', 'Computer Programming', 'Iteration', 'Software Design Pattern']","['Capítulo 1: ¿Por qué programamos?', 'Instalación y uso de Python', 'Capítulo 1: Por qué programamos (continuación)', 'Capítulo 2: Variables y expresiones', 'Capítulo 3: Código condicional', 'Capítulo 4: Funciones', 'Capítulo 5: Bucles e iteración']",['Charles Russell Severance'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/python-es
Design and Make Infographics (Project-Centered Course),4.6,,Approx. 9 hours to complete,Flexible schedule,943 reviews,,"['Infographics', 'Illustration', 'Communication Design', 'Graphic Design']","['Plan and layout an infographic', 'Make a chart', 'Make a map', 'Make an infographic']",['Karl Gude'],['Michigan State University'],Personal Development,https://www.coursera.org/learn/infographic-design
Programmation pour tous (mise en route de Python),4.8,,Approx. 18 hours to complete,Flexible schedule,33 reviews,"Installer Python et écrire votre premier programmeDécrire les bases du langage de programmation PythonUtiliser des variables pour stocker, récupérer et calculer des informationsUtiliser les outils de programmation fondamentaux tels que les fonctions et les boucles","['Source Lines Of Code', 'Computer Programming', ""Euler'S Totient Function"", 'Software Design Pattern']","['Chapitre 1 - Pourquoi programmer ?', 'Installer et utiliser Python', 'Chapitre 1 : Pourquoi programmer ? (suite)', 'Chapitre 2 : Variables et expressions', 'Chapitre 3 : Code conditionnel', 'Chapitre 4 : Fonctions', 'Chapitre 5 : Boucles et itération']","['Charles Russell Severance', 'Localization Team']",['University of Michigan'],Personal Development,https://www.coursera.org/learn/python-fr
Liderazgo efectivo para el siglo XXI Specialization,4.9,Intermediate level,2 months at 10 hours a week,Flexible schedule,"1,629 reviews",,"['Neurolinguistics', 'Leadership', 'Rapport']","['Estilos de Liderazgo: opciones para avanzar en desafíos complejos', 'Autoliderazgo y gestión de emociones para avanzar en desafíos complejos', 'Comunicación, experimentación y aprendizaje en liderazgo', 'Liderazgo para el Siglo XXI: proyecto final']","['Maite Careaga Tagüeña', 'Héctor F. Hernández V.']",['Universidad de los Andes'],Personal Development,https://www.coursera.org/specializations/liderazgo-efectivo
Leading Diverse Teams,4.8,Beginner level,Approx. 7 hours to complete,Flexible schedule,74 reviews,,"['Leadership', 'diverse', 'Bias', 'cq']","['Cultural Intelligence (CQ) Framework', 'Global Mindset Framework', 'Implicit Bias', 'CQ Development Plan']",['Camille Funk'],"['University of California, Irvine']",Personal Development,https://www.coursera.org/learn/leading-diverse-teams
Gestión del talento humano,4.8,Beginner level,7 hours (approximately),Flexible schedule,"2,282 reviews",,[],"['Comportamiento humano en las organizaciones ', 'Dinámica de los grupos laborales', 'Inteligencia emocional', 'Comunicación asertiva']","['Patricia Benítez Corona ', 'Miguel Angel Ruíz ']",['Universidad Nacional Autónoma de México'],Personal Development,https://www.coursera.org/learn/gestion-del-talento
Take the Lead on Healthcare Quality Improvement,4.5,Beginner level,Approx. 29 hours to complete,Flexible schedule,34 reviews,,['Quality Of Service'],"['Week 1: Getting Started ', 'Week 2', 'Week 3', 'Week 4', 'Week 5', 'Week 6']","['Mary A. Dolansky, PhD, RN', 'Shirley Moore, PhD, RN, FAAN', 'Mamta K Singh, MD, MS']",['Case Western Reserve University'],Personal Development,https://www.coursera.org/learn/hcqualityimprovement
Voice of the Customer (VoC): Enhancing Experiences ,,Beginner level,Approx. 2 hours to complete,Flexible schedule,,"Analyze key concepts, benefits and frameworks of the VoC practice  Identify and analyze core customer feedback collection methods and dataApply VoC principles in the organization to improve collaboration, decision making and continuous improvement  ","['Effective Communication and Engagement', 'Data collection and analysis', 'Customer-Centric decision making']",['Voice of the Customer (VoC): Enhancing Experiences '],['Hector Sandoval'],['Coursera Instructor Network'],Personal Development,https://www.coursera.org/learn/voice-of-the-customer-voc-enhancing-experiences
Climate Change and Water in Mountains: A Global Concern,4.7,Intermediate level,Approx. 17 hours to complete,Flexible schedule,292 reviews,,[],"['Unit 0: Welcome Unit', 'Unit 1: Introduction to climate change', 'Unit 2: Impacts of Climate Change on Water Resources', 'UNIT 3: Impacts of Climate Change on Water Uses', 'Unit 4: Recommendations for Adaptation and Water Governance Strategies ', 'Unit 5: Risk management ']","['Martin Beniston', 'Markus Stoffel']",['University of Geneva'],Personal Development,https://www.coursera.org/learn/climate-changes-mountains-water
Scrum Master Capstone,5.0,Advanced level,13 hours (approximately),Flexible schedule,15 reviews,"Apply Scrum skills, create project charters, perform Stacey analysis, and identify and prioritize stakeholders with optimal engagement methods.Create a working agreement, User Stories, product backlog, Sprint backlog, analyze risks, and develop an Agile risk register.Perform relative estimation for story points, calculate team velocity, develop a Kanban board, and generate a burndown chart.Evaluate daily Scrum meeting best practices, prepare for a demo, conduct a retrospective, and discuss Scrum certification opportunities.","['Scrum Master', 'Kanban Board', 'Product Roadmap', 'User Story', 'Sprint backlog']","['Program and Course Introduction', 'Product Backlog and User Story Development', 'Sprint 1 Planning and Execution', 'Sprint Close Out and Analysis', 'Sprint 3- MVP Launch', 'Final Submission and Evaluation\xa0']","['Daniel C. Yeomans', 'Skill-Up EdTech Team']",['SkillUp EdTech'],Personal Development,https://www.coursera.org/learn/scrum-master-capstone
More C# Programming and Unity,4.8,Intermediate level,22 hours (approximately),Flexible schedule,584 reviews,,[],"['Selection', 'Unity Input', 'Iteration', 'Arrays and Lists']","['Dr. Tim ""Dr. T"" Chamillard']",['University of Colorado System'],Personal Development,https://www.coursera.org/learn/more-programming-unity
International Entertainment and Sports Marketing,4.7,,11 hours (approximately),Flexible schedule,442 reviews,,"['Sports Marketing', 'Marketing By Medium', 'Marketing', 'Educational Entertainment']","['Sports Marketing', 'Entertainment Marketing', 'Cross Country & Cross Industry Innovation in Sports and Entertainment Marketing']",['Dae Ryun Chang'],['Yonsei University'],Personal Development,https://www.coursera.org/learn/international-entertainment-sports-marketing
