Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
"Major Engineering Projects: Governance, Risk and Scope",4.7,Intermediate level,23 hours (approximately),Flexible schedule,260 reviews,Identify key stakeholders in major projects and understand stakeholder management      Understand the governance of major projects and its challenges and learn how governance informs project managementUnderstand strategic risk management and how to manage opportunities and risksUnderstand the theory and practice of scope management,['Risk Management'],"['Major Engineering Projects: Governance, Risk and Scope', 'Governance and project governance', 'Strategic risk management process', 'Scope management and associated challenges', 'Project']",['Dr Giorgio Locatelli'],['University of Leeds'],Physical Science and Engineering,https://www.coursera.org/learn/major-engineering-projects
Natural Disaster Risk in Infrastructure Projects,,Beginner level,5 hours (approximately),Flexible schedule,,"Recognize the importance of integrating disaster risk and climate change analysis into infrastructure projects. Recognize the components of disaster risk, as well as the differences between different types of risks. Identify the different perspectives or levels of detail in which risk analysis can be approached.","['Risk Analysis', 'Project', 'Disaster Risk', 'Climate Change', 'Infrastructure']","['Week 1', 'Week 2']","['Sergio Lacambra', 'Hori Tsuneki', 'Claudia Useche']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/learn/natural-disaster-risk-in-infrastructure-projects
Attitude Control with Momentum Exchange Devices,,Advanced level,45 hours (approximately),Flexible schedule,,Developing spacecraft equations of motion with momentum exchange devicesWriting and validating complex spacecraft simulationsExploiting momentum device nullmotion to avoid singularities.,"['RW Performance Envelopes', 'Nonlinear Attitude Control', 'Variable Speed Control Moment Gyroscopes', 'Reaction Wheels', 'Control Moment Gyroscopes (CMGs)']","['Revisiting Basics of Spacecraft Kinematics', 'Revisiting Basics of Spacecraft Kinetics ', 'Revisiting the Basics of Nonlinear Spacecraft Control', 'VSCMG Dynamics', 'Momentum Based 3-Axis Attitude Control']",['Hanspeter Schaub'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/attitude-control-momentum-exchange-devices
Digital Thread: Components,4.6,Beginner level,14 hours (approximately),Flexible schedule,795 reviews,,[],"['Digital Thread Defined', 'Data Storage in the Digital Thread', 'Data Sharing and The Digital Thread']",['Ken English'],"['University at Buffalo', 'The State University of New York']",Physical Science and Engineering,https://www.coursera.org/learn/digital-thread-components
Decision Making and Governance of Natural Disaster Risk,,Advanced level,9 hours (approximately),Flexible schedule,,"Identify technical and economic feasibility concepts of infrastructure projects.Distinguish the different existing quantitative indicators to prioritize investments and their calculations.Identify key components of risk governance, as well as steps for an informed public investment system.","['Decision-Making', 'Infrastructure Projects', 'Disaster risks', 'Risk governance', 'Project Feasibility']","['Week 1', 'Week 2']","['Roberto Guerrero Compean', 'Sergio Lacambra', 'Melissa Barandiaran', 'Claudia Useche']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/learn/decision-making-and-governance-of-natural-disaster-risk
Engineering Design Process with Autodesk Fusion 360,4.7,Advanced level,15 hours (approximately),Flexible schedule,444 reviews,,[],"['Design Optimization', 'Design Validation', 'Assembly Motion', 'Camera Gimbal Design Integration']",[],['Autodesk'],Physical Science and Engineering,https://www.coursera.org/learn/engineering-design-process-fusion-360
Flight mechanics - Lift and trajectory,4.8,Intermediate level,6 hours (approximately),Flexible schedule,38 reviews,"Define the lift coefficent.Describe the relation between angle of attack and speed.Describe the limitation of a flight interms of speed, altitude and attitude.",[],"['Lift and Angle of Attack', 'Limitations: Stall & Flight envelope', 'Controlling the trajectory', 'Summary and Final assessment']",['Eric Poquillon'],['ISAE-SUPAERO'],Physical Science and Engineering,https://www.coursera.org/learn/lift-flight-mechanics
Multi-Axis CNC Toolpaths,4.9,Advanced level,26 hours (approximately),Flexible schedule,103 reviews,Recognize multi-axis geometry.Identify 3+2 vs. Simultaneous machining.Practice the application of multi-axis toolpaths.,"['Mechanical Engineering', 'Autodesk Fusion 360', 'Computer-aided manufaturing', 'Manufacturing process', 'Engineering']","['Creating Multi-Axis Positioning Toolpaths', 'Simultaneous Multi-Axis Toolpaths', 'Creating Multiple Setups', 'Creating Multiple Setups for Multiple Machines']",[],['Autodesk'],Physical Science and Engineering,https://www.coursera.org/learn/multi-axis-cnc-toolpaths
Intelligent Machining,4.6,Beginner level,10 hours (approximately),Flexible schedule,"1,338 reviews",,[],"['Introduction to Intelligent Machining ', 'Sensors and Sensing Techniques', 'Process Control Strategies', 'Future Directions in Advanced Machining']",['Rahul Rai'],"['University at Buffalo', 'The State University of New York']",Physical Science and Engineering,https://www.coursera.org/learn/intelligent-machining
Internet of Things V2: Setting up and Using Cloud Services,4.7,,10 hours (approximately),Flexible schedule,34 reviews,,[],"['Cloud 101 for Dragonboard 410c', 'Real projects using AWS Cloud services', 'Advanced Projects and Code - Deep dive']","['Ganz Chockalingam', 'Harinath Garudadri']",['University of California San Diego'],Physical Science and Engineering,https://www.coursera.org/learn/internet-of-things-cloud-services-version2
Rapid Prototyping Materials and Tooling,,Beginner level,4 hours (approximately),Flexible schedule,,You will understand the strengths and weaknesses of common materials and tooling used for rapid prototyping and situations for when to use each one.,['Gain knowledge of the best materials and tools used for rapid prototyping'],"['Course Introduction', 'Module 1: Rapid Prototyping Materials', 'Module 2: Traditional Machining', 'Module 3: CNC Machining']",['Daniel Frank'],['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/learn/rapid-prototyping-materials-and-tooling
Cómo entrenar a tus electrones 1: Fundamentos de la electrónica analógica,4.7,Intermediate level,10 hours (approximately),Flexible schedule,129 reviews,"Distinguir y explicar el funcionamiento de un circuito electrónico a alto nivel, en términos de sus bloques funcionales y sus señales.Distinguir modelos matemáticos simples de amplificadores electrónicos y utilizarlos para analizar el comportamiento de un circuito.Analizar el funcionamiento y la respuesta en los dominios del tiempo y la frecuencia, de circuitos electrónicos simples, mediante cálculos a mano.Diseñar circuitos lineales simples utilizando amplificadores operacionales y componentes pasivos.",[],"['Fundamentos y definiciones - Parte 1', 'Fundamentos y definiciones - Parte 2', 'El Amplificador Operacional', 'El comparador de voltajes']",['Angel Abusleme'],['Pontificia Universidad Católica de Chile'],Physical Science and Engineering,https://www.coursera.org/learn/fundamentos-de-la-electronica-analogica
In core nuclear fuel management,,Advanced level,7 hours (approximately),Flexible schedule,,,[],"['Introduction and first approach to in core fuel management', 'Reactor core design', 'Fuel assembly design', 'Core loading pattern design', 'Control rod pattern design', 'Economics of the nuclear fuel cycle']",['Juan Luis François Lacouture'],['Universidad Nacional Autónoma de México'],Physical Science and Engineering,https://www.coursera.org/learn/nfm-incore
Out of core nuclear fuel management: back end,,Intermediate level,5 hours (approximately),Flexible schedule,,,[],"['Spent nuclear fuel', 'Spent Fuel Reprocessing and Recycling Facilities', 'Final disposal of spent fuel and high-level radioactive wastes']",['Juan Luis François Lacouture'],['Universidad Nacional Autónoma de México'],Physical Science and Engineering,https://www.coursera.org/learn/nfm-backend
Riesgos de desastres en proyectos de infraestructura,,Beginner level,6 hours (approximately),Flexible schedule,,"Reconocer la importancia de la incorporación del análisis de riesgo de desastres y cambio climático en proyectos de infraestructura.Reconocer los componentes del riesgo de desastres, así como las diferencias entre los distintos tipos de riesgo.Identificar las diferentes perspectivas o grados de detalle en que puede ser abordado el análisis del riesgo.","['análisis de riesgos', 'infraestructura', 'riesgos de desastres', 'proyectos', 'cambio climático']","['Semana 1', 'Semana 2']","['Hori Tsuneki', 'Sergio Lacambra', 'Claudia Useche']",['Banco Interamericano de Desarrollo'],Physical Science and Engineering,https://www.coursera.org/learn/riesgos-de-desastres-en-proyectos-de-infraestructura
Spacecraft Formation Flying and Control Capstone Project,,Advanced level,19 hours (approximately),Flexible schedule,,Develop long range approach trajectory for a rendezvous maneuverSimulated relative motion control solutions in LVLH frameImplement non-Keplerian relative motion reference trajectories to fly in a body-fixed manner relative to the debris object.,"['Simulating Relative Motion', 'Control non-Keplerian Motion', 'Approach Trajectory Design']","['Introduction to the Capstone Project', 'Long-Range Approach', 'Approaching the Debris Object', 'Relative Motion Control Relative to a Tumbling Debris Object']",['Hanspeter Schaub'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/capstone-project-on-spacecraft-formation-flying-and-control
Digital Signal Processing 3: Analog vs Digital,4.8,Intermediate level,15 hours (approximately),Flexible schedule,70 reviews,"The difference between continuous and discrete timeSampling and interpolationQuantization, A/D and D/A convertersMultirate signal processing",[],"['Module 3.1: Interpolation and Sampling', 'Module 3.2: Aliasing', 'Module 3.3: Multirate Signal Processing', 'Module 3:4: A/D and D/A Conversion']","['Paolo Prandoni', 'Martin Vetterli']",['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/dsp3
Design for Additive Manufacturing,4.9,Intermediate level,7 hours (approximately),Flexible schedule,19 reviews,Students will apply the DfAM staircase framework to make additive manufacturing decisions.,"['Build preparation', 'Post-processing requirements', 'Machine setup', 'Part Selection for Additive Manufacturing']","['Course Introduction', 'Module 5.1: Design Constraints in Additive Manufacturing', 'Module 5.2: Design Considerations for Additive Manufacturing', 'Module 5.3: Course Project and Wrap-Up']",['Dhruv Bhate'],['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/learn/design-for-additive-manufacturing
Averaged-Switch Modeling and Simulation,4.7,Intermediate level,16 hours (approximately),Flexible schedule,76 reviews,Explain operation and modeling of switched-mode power convertersModel open-loop transfer functions and frequency responsesDesign closed-loop regulated switched-mode power convertersVerify operation of switched-mode power converters by simulations,[],"['Modeling, Control and Simulation of Switched-Mode Power Converters', 'Techniques of Design Oriented Analysis: Feedback Theorem', 'Averaged Switch Modeling and Averaged Circuit Simulations']",['Dr. Dragan Maksimovic'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/averagedswitchmodelingandsimulation
Modeling and Control of Single-Phase Rectifiers and Inverters,4.6,Intermediate level,13 hours (approximately),Flexible schedule,30 reviews,"Understand the operating principles of low-harmonic, high power factor rectifier and invertersModel and design current shaping and voltage control loops in power factor correction (PFC) rectifiersModel and design control loops in single-phase dc-to-ac inverters Design photovoltaic power systems tied to the single-phase ac power grid","['Modeling And Simulation', 'Power Supplies', 'Power Electronics Design', 'Power Electronics', 'Circuit Design']","['Grid-Tied Power Electronics', 'Control of Power Factor Correction Rectifiers', 'Modeling and Control of Single-Phase Inverters']",['Dr. Dragan Maksimovic'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/modeling-and-control-of-single-phase-rectifiers-and-inverters
Manufacturing Process with Autodesk Fusion 360,4.7,Advanced level,12 hours (approximately),Flexible schedule,479 reviews,,[],"['Waterjet Program', 'Propeller Program', 'Quadcopter Assembly', 'Setup and Test Flights']",[],['Autodesk'],Physical Science and Engineering,https://www.coursera.org/learn/manufacturing-process-fusion-360
Fundamentals of Semiconductor Characterization,,Intermediate level,5 hours (approximately),Flexible schedule,,"Review energy band diagrams of metals, semiconductors, and insulators.Explain the relationship between conductivity, carrier concentration, and mobility.Distinguish between direct and indirect bandgap semiconductors.","['Semiconductor Device', 'Complementary Metal Oxide Semiconductor (CMOS)', 'Semiconductors', 'Semiconductor Characterization Techniques', 'Semiconductor Materials', 'Semiconductor Device Physics']","['Course Introduction', 'Week 1.1: Semiconductor Basics', 'Week 1.2: P-N Junction Diodes', 'Week 1.3: MOS Capacitors']","['Trevor Thornton', 'Craig Smith']",['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/learn/fundamentals-of-semiconductor-characterization
New paradigms in wastewater management,4.7,Beginner level,Approx. 3 hours to complete,Flexible schedule,24 reviews,"Urban water management trends: from health protection to process optimization, energy savings, and material recovery from wastewater and sludge.",[],"['Evolution from wastewater treatment plants (WWTPs) to biorefineries', 'Energy saving and energy recovery', 'Alternative sources of water supply for multiple uses: recovery of water for agricultural and industrial uses', 'Material recovery: options and sustainability']",['Roberto Canziani'],['Politecnico di Milano'],Physical Science and Engineering,https://www.coursera.org/learn/new-paradigms-in-wastewater-management
Environmental Hazards and Global Public Health,4.8,Beginner level,17 hours (approximately),Flexible schedule,59 reviews,"Explore environmental hazards and how they impact your health.Explore urban and global health, and the influence of the built environment on human health.","['environment', 'Public Health', 'Global health']","['Week 1: Air & Water Pollution', 'Week 2: Physical Hazards (Noise and Radon) and Solid Waste', 'Week 3: Urbanization and Global Health', 'Week 4: Built Environment']",['Richard Neitzel'],['University of Michigan'],Physical Science and Engineering,https://www.coursera.org/learn/environmental-hazards-and-global-public-health
"Climate Change, Sustainability, and Global Public Health",4.9,Beginner level,16 hours (approximately),Flexible schedule,45 reviews,"Understand climate change, and how it impacts every human and ecosystem on the planet.Evaluate the causes and impacts of climate change.Explore different sustainability frameworks.Evaluate the causes and impacts of climate change.Explore different sustainability frameworks.","['Sustainability', 'Climate Change', 'Public Health']","['Week 1: Impacts of Climate Change', 'Week 2: Responding to Climate Change', 'Week 3: Sustainability', 'Week 4: Climate Change Case Peer-Review Assignment']",['Richard Neitzel'],['University of Michigan'],Physical Science and Engineering,https://www.coursera.org/learn/climate-change-sustainability-and-global-public-health
Flight Mechanics - Anemobarometry,4.9,Intermediate level,6 hours (approximately),Flexible schedule,42 reviews,"How is defined the International Standard Atmosphere and how to use the corresponding tables.How to position a flight point in terms of true airspeed, calibrated airspeed, Mach number, and altitude.What is the basic functioning of an altimeter or an airspeed indicator.",[],"['Atmosphere', 'Speeds used in flight mechanics', 'Practical : The Zp, Mach, Vc Diagram', 'General assessment']",['Eric Poquillon'],['ISAE-SUPAERO'],Physical Science and Engineering,https://www.coursera.org/learn/anemobarometry-flight-mechanics
Renewable Energy: Fundamentals and Job Opportunities,4.7,Beginner level,Approx. 23 hours to complete,Flexible schedule,178 reviews,"Develop foundational understanding of clean energy market segments (sustainability, green building, solar, wind, and nanotechnology)Explain the fundamental principles of economic, social and environmental sustainabilityIdentify renewable energy career opportunities and corresponding educational pathways","['Wind Energy', 'Solar power', 'Green building design', 'Renewable energy jobs']","['Welcome!', 'Clean Energy 101', 'Sustainability', 'Green Building', 'Solar Energy', 'Wind Energy', 'Nanotechnology for Renewable Energy', 'Final Project: Exploring Pathways to Renewable Energy Careers']","['Marjaneh Issapour', 'Elena Brewer', 'Mark Bremer', 'Robin McClellan', 'Timothy Cochran']",['University at Buffalo'],Physical Science and Engineering,https://www.coursera.org/learn/renewable-energy-fundamentals
Designing Hardware for Raspberry Pi Projects,4.9,Beginner level,10 hours (approximately),Flexible schedule,17 reviews,,"['Electronics', 'Computer-Aided Design (CAD)', 'PCB', 'Raspberry Pi', 'layout']","['Circuit Simulation', 'Drafting Schematics', 'Designing Printed Circuit Boards', 'Co-Designing PCBs and Mechanical Parts']",['Drew Wilson'],['Johns Hopkins University'],Physical Science and Engineering,https://www.coursera.org/learn/designing-hardware-for-raspberry-pi-projects
Electrodynamics: An Introduction,4.7,Intermediate level,12 hours (approximately),Flexible schedule,599 reviews,,[],"['Introduction and Basics of Electrostatics', 'Introduction to Differential Calculus of Vector Fields', 'Introduction to Vector Integral Calculus', 'Introduction to Electrostatic Solutions', ""The Application of Gauss' Law""]",['Seungbum Hong'],['Korea Advanced Institute of Science and Technology(KAIST)'],Physical Science and Engineering,https://www.coursera.org/learn/electrodynamics-introduction
Internet of Things: How did we get here?,3.9,,20 hours (approximately),Flexible schedule,"1,100 reviews",,[],"['Welcome', 'Circuit Switched Networks', 'Packet Switched Networks', 'Computer Telephony', 'Wireless Technologies', 'Features and Apps', 'Future Outlook']","['Ganz Chockalingam', 'Harinath Garudadri']",['University of California San Diego'],Physical Science and Engineering,https://www.coursera.org/learn/internet-of-things-history
Robotics: Mobility,3.9,,19 hours (approximately),Flexible schedule,595 reviews,,"['Serial Line Internet Protocol (SLIP)', 'Robotics', 'Robot', 'Matlab']","['Introduction: Motivation and Background', 'Behavioral (Templates) & Physical (Bodies)', 'Anchors: Embodied Behaviors', 'Composition (Programming Work)']",['Daniel E. Koditschek'],['University of Pennsylvania'],Physical Science and Engineering,https://www.coursera.org/learn/robotics-mobility
Selective Laser Sintering and Metal Laser Powder Bed Fusion,,Intermediate level,6 hours (approximately),Flexible schedule,, Students will identify the key elements of powder bed fusion in the context of both polymers and metals.,"['Build preparation', 'Post-processing requirements', 'Machine setup', 'Part Selection for Additive Manufacturing']","['Course Introduction', 'Module 4.1: Selective Laser Sintering', 'Module 4.2: Metal Laser Powder Bed Fusion', 'Module 4.3: Course Project and Wrap-Up']",['Dhruv Bhate'],['Arizona State University'],Physical Science and Engineering,https://www.coursera.org/learn/selective-laser-sintering-and-metal-laser-powder-bed-fusion
Safety in the Utility Industry ,4.7,Beginner level,11 hours (approximately),Flexible schedule,"2,247 reviews",,[],"['The Basics', 'Hazards & Response', 'Preparing for Hazards in the Workplace', 'Safety Administration & Management']",['Richard Stempniak'],"['University at Buffalo', 'The State University of New York']",Physical Science and Engineering,https://www.coursera.org/learn/safety-utility-industry
Agroforestry I: Principles and Practices,,Intermediate level,15 hours (approximately),Flexible schedule,,,"['Biology', 'Forestry', 'environmental science', 'Agronomy', 'Ecology']","['Introduction: A Synthesis of Scientific Developments in Agroforestry', 'Definitions, Concepts, Classification and Global Distribution', 'Agroforestry Systems in the Tropics and Subtropics', 'Agroforestry Systems in the Temperate Zones', 'Agroforestry (Tree) Species and Their Productivity', 'Soil Management and Agroforestry', 'Climate Change, Carbon Sequestration and Agroforestry Systems', ' Ecosystem Services of Agroforestry', 'Food Security, Sustainable Development Goals and Agroforestry']","['Jennifer Vogel, Online Programs Coordinator']",['University of Florida'],Physical Science and Engineering,https://www.coursera.org/learn/agroforestry1
Engineering of Structures: Response of Structures,5.0,Beginner level,16 hours (approximately),Flexible schedule,24 reviews,"Identify the definitions of the key glossary terms related to overall response of structuresIdentify types of loads on structuresRecognize how do we model larger structuresRecognize the role of Single Degree of Freedom (SDOF) systems",[],"['Introduction to Overall Response of Structures', 'Loads, Building Response, and Resonance', 'Building a Cardboard Chair']",['Vicki May'],['Dartmouth College'],Physical Science and Engineering,https://www.coursera.org/learn/engineering-of-structures-response-of-structures
Engineering of Structures: Compression,,Beginner level,11 hours (approximately),Flexible schedule,,Define compressionIdentify the definitions of the key glossary terms related to compression Recognize the role of a column in resisting compressionRecognize the role of an arch in resisting compression,[],"['Introduction to Compression', 'Columns, Anti-funicular Forms, and Arches', 'Building Anti-funicular Forms']",['Vicki May'],['Dartmouth College'],Physical Science and Engineering,https://www.coursera.org/learn/engineering-of-structures-compression
Engineering of Structures: Shear and Bending,,Beginner level,14 hours (approximately),Flexible schedule,,Identify the definitions of the key glossary terms related to shear and bendingDefine beamsIdentify different types of beamsDefine shear and tension forces,[],"['Introduction to Shear and Bending', 'Shear, Bending, and Beams', 'Building a Cardboard Beam or Shelf']",['Vicki May'],['Dartmouth College'],Physical Science and Engineering,https://www.coursera.org/learn/engineering-of-structures-shear-and-bending
"Population, Food, and Soil",4.7,Beginner level,15 hours (approximately),Flexible schedule,21 reviews,,[],"['Module 1: Population and the World', 'Module 2: Global Population', 'Module 3: Agriculture and Environment', 'Module 4: Soil and Environment']",['Andy Friedland'],['Dartmouth College'],Physical Science and Engineering,https://www.coursera.org/learn/population-food-and-soil
Flight mechanics - Propulsive balance and energy,4.7,Intermediate level,6 hours (approximately),Flexible schedule,29 reviews,"Describe the speed and altitude control of an airplane.Describe relationship between thrust, speed and altitude.",[],"['Equation of propulsion', 'Flight regimes', 'Cruise performance']",['Eric Poquillon'],['ISAE-SUPAERO'],Physical Science and Engineering,https://www.coursera.org/learn/flight-mecha-balance
Electrodynamics: In-depth Solutions for Maxwell’s Equations,4.8,Advanced level,19 hours (approximately),Flexible schedule,107 reviews,,[],"['The Laws of Induction', 'The Maxwell Equations', ""Maxwell's Equations in Free Space"", ""Maxwell's Equations with Currents and Charges"", 'Introduction to Alternating Circuits', 'Final Project']",['Seungbum Hong'],['Korea Advanced Institute of Science and Technology(KAIST)'],Physical Science and Engineering,https://www.coursera.org/learn/electrodynamics-solutions-maxwells-equations
Digital Signal Processing 4: Applications,4.7,Intermediate level,14 hours (approximately),Flexible schedule,65 reviews,"The basics of image processingHow digital communication systems work, including ADSLHow to program a microcontroller to implement real-time DSP algorithms",[],"['IMAGE PROCESSING', 'DIGITAL COMMUNICATIONS AND ADSL', 'MODULE 4.3: REAL-TIME AUDIO SIGNAL PROCESSING']","['Paolo Prandoni', 'Martin Vetterli']",['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/dsp4
Promote your Scientific Results,,Beginner level,Approx. 15 hours to complete,Flexible schedule,,"How to prepare a clear and concise professional pitch of your research domain and recent work that can be adapted to various audiences.Fine-tune key public speaking skills for presenting, answering questions, and networking during scientific and media events.Gain a sound understanding of the expectations of journalists when being interviewed by the press.","['Public Relations', 'Science Communicaiton', 'Research', 'Public Speaking', 'Media']","['Introduction to the Course', 'Structure your Ideas with Cécile Michaut', 'Enhance your Scientific Presentations with Bethany Cagnol', 'Answering challenging questions with Sinead Namur', 'Networking with various experts with Bethany Cagnol', 'Interacting with the Press with various experts']","['Cécile Michaut', 'Bethany Cagnol', 'Sinead Namur']",['Institut Mines-Télécom'],Physical Science and Engineering,https://www.coursera.org/learn/promote-scientific-results
Single-Phase Pipe Hydraulics and Pipe Sizing,,Intermediate level,11 hours (approximately),Flexible schedule,,,"['1.\tKnowledge of Fluid Mechanics, and Strength of Materials', '3.\tGraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation', '4.\tWorking professionals with B.Tech./B.E., in Mechanical / Chemical / Petro-Chemical/ Instrumentation', '5.\tDiploma students of Mechanical / Chemical / Petro-Chemical/ Instrumentation', '2.\tUndergraduate students of Mechanical / Chemical / Petro-Chemical/ Instrumentation']","['Single-phase: Flow Regimes and Pressure Drop  ', 'Single-phase Pressure Drop through Piping Components', 'Single-phase Pressure Drop through Piping Networks', 'Transient Analysis, Water and Steam Hammer, Gravity']",['Subject Matter Expert'],['L&T EduTech'],Physical Science and Engineering,https://www.coursera.org/learn/single-phase-pipe-hydraulics-pipe-sizing
Statistical Molecular Thermodynamics,4.9,Beginner level,Approx. 20 hours to complete,Flexible schedule,351 reviews,,[],"['Module 1', 'Module 2', 'Module 3', 'Module 4', 'Module 5', 'Module 6', 'Module 7', 'Module 8', 'Final Exam']",['Dr.  Christopher J.  Cramer'],['University of Minnesota'],Physical Science and Engineering,https://www.coursera.org/learn/statistical-thermodynamics
Finite Element Analysis Convergence and Mesh Independence,4.5,Beginner level,1 hour,,155 reviews,Understand cloud-simulation technology and why it is so powerfulHow to set up a simulation case in the field of structural mechanics & perform a convergence study,"['Finite Element Analysis', 'Finite Element Method', 'Meshing', 'Cloud Based Simulation', 'Mesh Convergence']",['Learn step-by-step'],['Jousef Murad'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/finite-element-analysis-convergence-and-mesh-independence-study-mw7ah
Exploring concepts of Optics using Wolfram notebook,,Intermediate level,2 hours,,,Explore image Reflection in Convex and Concave mirrorLearn to Compute the Refraction of light in a PrismLearn to compute using the thin lens equation,"['Mirror and lens', 'Refraction', 'reflection', 'Ray of light', 'Light']",['Learn step-by-step'],['Ashish Dikshit'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/concepts-of-optics
"Agroforestry IV: Climate, Carbon Storage and Agroforestry",,Intermediate level,5 hours (approximately),Flexible schedule,,,"['Biology', 'Forestry', 'Agronomy', 'Ecology', 'Horticulture']",['Course Introduction'],"['Jennifer Vogel, Online Programs Coordinator']",['University of Florida'],Physical Science and Engineering,https://www.coursera.org/learn/agroforestry4
Agroforestry III: Principles of Plant and Soil Management,,Intermediate level,6 hours (approximately),Flexible schedule,,,"['Biology', 'Forestry', 'Agronomy', 'Ecology', 'Horticulture']","['Course Introduction', 'Section 3a: Fundamentals of Plant Productivity', 'Section 3b: Fundamentals of Soil Productivity']","['Jennifer Vogel, Online Programs Coordinator']",['University of Florida'],Physical Science and Engineering,https://www.coursera.org/learn/agroforestry3
"Agroforestry V: Ecosystem Services, Food and Sustainability",,Intermediate level,5 hours (approximately),Flexible schedule,,,"['Biology', 'Forestry', 'Agronomy', 'Ecology', 'Horticulture']","['Course Introduction', '5: Food Security, Sustainable Development Goals and Agroforestry']","['Jennifer Vogel, Online Programs Coordinator']",['University of Florida'],Physical Science and Engineering,https://www.coursera.org/learn/agroforestry5
Explore Einstein's theories of Relativity using Wolfram ,,Advanced level,2 hours,,,"Be able to compute -Relativistic addition of velocities, proper velocity & relativistic momentumBe able to calculate rest energy of an objectBe able to compute relativistic length contraction.","['Planet rotation', ""Einstein's theory"", 'Gravity', 'Laws of Physics', 'Theory Of Relativity']",['Learn step-by-step'],['Ashish Dikshit'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/explore-einsteins-theories-of-relativity-using-wolfram
Mycelium Growth with NetLogo Web,4.3,Intermediate level,1.5 hours,,46 reviews,"Be introduced to the fungi mycelium and its ecological importance for life on planet earth.Create an agent based model that simulates possible mechanisms through which fungi mycelium grows and how nutrients flow within it.Build an interactive agent based model with NetLogo Web, understanding its basic features and shareability.","['Computer Simulation', 'Modeling And Simulation', 'Computer Programming', 'mycology']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/mycelium
Introducing Cellular Automata,4.7,Beginner level,1.5 hours,,14 reviews,"Play with John Conways' ""Game of life""Replicate some of Stephen Wolfram's research (published on the book ""A New Kind of Science"")Participate in the co-creation of a Cellular Automata model","['Modeling', 'Pattern Thinking', 'Simulation', 'Complex Thinking']",['Learn step-by-step'],['Danilo Oliveira Vaz'],['Coursera Project Network'],Physical Science and Engineering,https://www.coursera.org/projects/cellular-automata
Beer Quality Systems,,Intermediate level,8 hours (approximately),Flexible schedule,,Discover the quality systems necessary to produce quality beer and how to establish a quality program.,"['Beer Quality Program', 'Beer Quality', 'Beer Quality Systems', 'Raw Materials and Processes']","['Getting Started & Beer Quality Systems', 'Some Basic Statistics', 'Assuring Quality Estimate & Critical Stuff', 'Module Topic']",['Charles Bamforth'],"['University of California, Davis']",Physical Science and Engineering,https://www.coursera.org/learn/beer-quality-systems
Beer Quality: Freshness,,Intermediate level,7 hours (approximately),Flexible schedule,,"Discover the science behind beer freshness, how to measure and assess freshness, and how to achieve ideal freshness in beer.  ",[],"['Getting Started & Beer Freshness', 'The Science of Flavor Change', 'Flavor Instability', 'Critical Control Points & Light Instability']",['Charles Bamforth'],"['University of California, Davis']",Physical Science and Engineering,https://www.coursera.org/learn/beer-quality-freshness
Beer Quality: Flavor,,Intermediate level,8 hours (approximately),Flexible schedule,,"Discover the science behind beer flavor, how to measure and assess flavor, and how to achieve the ideal flavor in beer.  ",[],"['Getting Started & The Flavor of Beer', 'Molecules of Flavor & Metabolism', 'The Chemistry & Molecules of Flavor', 'Quantifying Flavor & A Feast of Variables']",['Charles Bamforth'],"['University of California, Davis']",Physical Science and Engineering,https://www.coursera.org/learn/beer-quality-flavor
Beer Quality: Color & Clarity,,Intermediate level,8 hours (approximately),Flexible schedule,,"Discover the science behind beer color and clarity, how to measure and assess color, and how to achieve ideal color and clarity in beer.  ",[],"['Getting Started & Color/Clarity', 'Measuring and Chemistry of Color', 'Turbidity Problems & Colloidal Stability', 'Clarity and Stability & Turbidity']",['Charles Bamforth'],"['University of California, Davis']",Physical Science and Engineering,https://www.coursera.org/learn/beer-quality-color-and-clarity
